Team,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
Arizona St,2014,75.03125,0.15625,25.28125,56.125,8.125,21.03125,16.34375,23.5625,8.4375,27.1875,14.1875,11.46875,5.15625,5.65625,19.28125,6.15625,0.65625,0.34375,32
Ark Little Rock,2014,70.33333333,0.266666667,23.93333333,57.26666667,4.833333333,15.53333333,17.63333333,23.76666667,11.36666667,25.03333333,11.2,13.4,5.766666667,3.8,21.9,-4.3,0.433333333,0.566666667,30
Ark Pine Bluff,2014,62.89655172,0,21.34482759,52.06896552,6.206896552,18.20689655,14,21.37931034,10.10344828,20.4137931,11.48275862,15.06896552,9.482758621,2.137931034,19.48275862,-8.482758621,0.379310345,0.620689655,29
Arkansas,2014,80.25,0.125,27.21875,61.3125,7.53125,20.53125,18.28125,25.21875,11.71875,23.875,15.375,11.6875,8.625,5.59375,20.90625,9.03125,0.65625,0.34375,32
Arkansas St,2014,75.86666667,0.233333333,24.9,56.16666667,8.9,23.06666667,17.16666667,23.8,9.366666667,25.1,13.36666667,12.53333333,6.7,2.833333333,18.1,2.733333333,0.566666667,0.433333333,30
Army,2014,72.53333333,0.066666667,25.9,58.03333333,7.533333333,22.3,13.2,18.9,11.26666667,22,14.1,13,5.933333333,4.233333333,18.3,-1.5,0.466666667,0.533333333,30
Auburn,2014,71.46666667,0,24.1,55.2,5.733333333,18.46666667,17.53333333,24.33333333,11,23.06666667,11.63333333,12.1,6.1,4.466666667,21.5,-0.366666667,0.466666667,0.533333333,30
Austin Peay,2014,75.35714286,0.107142857,26.10714286,54.42857143,5.035714286,15.03571429,18.10714286,26.85714286,9.857142857,22.60714286,14.17857143,15.53571429,6.821428571,5.285714286,17.5,-4.714285714,0.357142857,0.642857143,28
BYU,2014,84.21212121,0.151515152,29.27272727,62.51515152,5.181818182,13.87878788,20.48484848,29.75757576,13.3030303,27.78787879,15.63636364,11.48484848,7.121212121,3.03030303,19.57575758,6.666666667,0.666666667,0.333333333,33
Ball St,2014,64.28571429,0.178571429,21.28571429,52.53571429,6.428571429,20.42857143,15.28571429,22.35714286,12.10714286,23.67857143,12.21428571,17.10714286,4.5,2.25,20.96428571,-10.82142857,0.107142857,0.892857143,28
Baylor,2014,73.78787879,0.121212121,25,55.78787879,7.393939394,19.24242424,16.39393939,24.36363636,14.18181818,24.06060606,14.51515152,11.78787879,5.090909091,5.666666667,17.54545455,5.393939394,0.666666667,0.333333333,33
Belmont,2014,79.5,0,26.96875,53.84375,8.78125,22.28125,16.78125,22.875,8.15625,22.28125,15.3125,12.9375,6.625,2.34375,21.09375,5,0.71875,0.28125,32
Bethune-Cookman,2014,61.43333333,0.066666667,20.86666667,53.06666667,6.8,19,12.9,18.1,11.1,19.23333333,9.4,12.4,6.033333333,2.433333333,21.26666667,-9.333333333,0.166666667,0.833333333,30
Binghamton,2014,61.33333333,0.1,19.7,51.8,6.066666667,18.96666667,15.86666667,22.9,10.4,21.93333333,9.4,14.26666667,6.133333333,2,19.86666667,-10,0.233333333,0.766666667,30
Boise St,2014,75.03125,0.125,25.84375,57.09375,7.5,20.59375,15.84375,20.9375,10.8125,22.90625,11.625,9.875,5.5625,2.03125,19.46875,4.96875,0.59375,0.40625,32
Boston College,2014,68.70967742,0.161290323,22.22580645,50.03225806,7.709677419,21.93548387,16.5483871,22.25806452,8.258064516,21.06451613,12.22580645,11.09677419,4.419354839,2.677419355,19.12903226,-5.612903226,0.225806452,0.774193548,31
Boston Univ,2014,71.47058824,0.117647059,25.61764706,56.58823529,7.970588235,22.08823529,12.26470588,17.05882353,9.647058824,23.79411765,13.91176471,11.88235294,7.088235294,1.823529412,16.97058824,4.411764706,0.705882353,0.294117647,34
Bowling Green,2014,61.4516129,0.064516129,22.67741935,53.90322581,3.64516129,12.87096774,12.4516129,19.58064516,10.61290323,24.41935484,11.5483871,14.83870968,7.225806452,5.419354839,17.80645161,-3.258064516,0.35483871,0.64516129,31
Bradley,2014,63.625,0,22.53125,53.75,4.8125,14.96875,13.75,19.625,11.125,22.125,9.5625,11.96875,7.0625,2.625,19.84375,-2.40625,0.375,0.625,32
Brown,2014,70.7037037,0.074074074,24.81481481,57.92592593,6.555555556,17.2962963,14.51851852,21.48148148,11.33333333,28.07407407,12.96296296,13.07407407,5.592592593,4.851851852,20.18518519,2.814814815,0.518518519,0.481481481,27
Bryant,2014,73.19354839,0.064516129,26.16129032,55.83870968,6.258064516,18.87096774,14.61290323,20.74193548,9.677419355,24.4516129,13,12.32258065,6.322580645,2.870967742,17.64516129,0.64516129,0.548387097,0.451612903,31
Bucknell,2014,65.9,0,23.26666667,54.23333333,6.533333333,16.73333333,12.83333333,17.2,9.566666667,26,11.9,10.7,4.6,1.633333333,16.66666667,1.833333333,0.533333333,0.466666667,30
Buffalo,2014,73.28571429,0.035714286,24.96428571,56.25,6.535714286,19.39285714,16.82142857,23.5,12.28571429,24.89285714,15.07142857,12.60714286,6.714285714,4.678571429,18.5,5.714285714,0.642857143,0.357142857,28
Butler,2014,67.5,0.233333333,23.9,56.6,5.7,18.13333333,14,21.33333333,11,23.46666667,10.93333333,10.06666667,5.933333333,2.6,17.1,0.066666667,0.433333333,0.566666667,30
C Michigan,2014,69.5862069,0.137931034,23.55172414,55.82758621,7.931034483,25.10344828,14.55172414,20.72413793,10.31034483,19.82758621,11.34482759,10.96551724,6.862068966,1.137931034,18.44827586,-6.103448276,0.275862069,0.724137931,29
CS Bakersfield,2014,68.32258065,0.064516129,23.51612903,54.38709677,6.806451613,17.61290323,14.48387097,21.06451613,11.80645161,22.61290323,11.74193548,13.93548387,6.451612903,3.516129032,22.19354839,-0.580645161,0.387096774,0.612903226,31
CS Fullerton,2014,67.48387097,0.032258065,23.67741935,55.67741935,6.161290323,18.61290323,13.96774194,21.22580645,10.48387097,23.25806452,11.06451613,11.93548387,4.677419355,1.870967742,19.48387097,-3.967741935,0.35483871,0.64516129,31
CS Northridge,2014,75.93939394,0.242424242,25.09090909,55.72727273,4.272727273,11.72727273,21.48484848,27.18181818,10.93939394,24.42424242,13.18181818,12.87878788,6.727272727,2.575757576,20.57575758,-1.606060606,0.454545455,0.545454545,33
CS Sacramento,2014,68.28571429,0.071428571,24.17857143,53.5,6.107142857,16.5,13.82142857,18.78571429,9.428571429,21.57142857,12.85714286,11.32142857,5.214285714,1.285714286,20.89285714,-2.5,0.428571429,0.571428571,28
Cal Poly SLO,2014,62,0,21.73333333,53.83333333,6.333333333,18.9,12.2,17.76666667,10.73333333,20.73333333,11.36666667,8.966666667,5.533333333,2.666666667,18.8,-2.733333333,0.366666667,0.633333333,30
California,2014,72.375,0.09375,26.15625,57.96875,5.625,16.46875,14.4375,21.21875,10.5625,25.375,15,10.15625,5.40625,4.625,17.15625,2.875,0.59375,0.40625,32
Campbell,2014,66.25,0.071428571,23.64285714,54.60714286,8.75,24.92857143,10.21428571,14.96428571,10.53571429,21.42857143,13.57142857,13.10714286,5.535714286,4.142857143,18.17857143,-6.714285714,0.321428571,0.678571429,28
Canisius,2014,77.875,0.1875,26.625,58.34375,8,20.875,16.625,22.34375,11.1875,22.3125,12.71875,11.5,7.03125,3.78125,17.875,3.625,0.65625,0.34375,32
Cent Arkansas,2014,71.66666667,0.074074074,25.85185185,59,6.481481481,17.66666667,13.48148148,22.51851852,10.66666667,22,12,14.96296296,7.703703704,4.703703704,21.74074074,-10.7037037,0.222222222,0.777777778,27
Central Conn,2014,70.06896552,0.068965517,25.82758621,59.51724138,5.655172414,16.89655172,12.75862069,17.62068966,10.4137931,24.03448276,12.75862069,14.13793103,6.75862069,4.827586207,18.79310345,-7.034482759,0.344827586,0.655172414,29
Charleston So,2014,76.33333333,0.185185185,26.03703704,59.74074074,9.222222222,24.92592593,15.03703704,20.81481481,11.07407407,24.85185185,12.55555556,11.22222222,6.148148148,2.444444444,18.7037037,0.481481481,0.333333333,0.666666667,27
Charlotte,2014,71.4516129,0.064516129,25.41935484,57.12903226,6,16.87096774,14.61290323,22.5483871,12.25806452,26.03225806,13.5483871,14.74193548,6.064516129,2.516129032,18.35483871,-0.193548387,0.548387097,0.451612903,31
Chattanooga,2014,72.75862069,0.068965517,24.03448276,56.89655172,6.310344828,19.37931034,18.37931034,25.72413793,12.72413793,23.55172414,11.06896552,13.24137931,6.344827586,4.827586207,18.96551724,-2.586206897,0.517241379,0.482758621,29
Chicago St,2014,68.83333333,0.166666667,24.13333333,59,6.966666667,20.9,13.6,19.93333333,10.4,20.9,11.1,12.1,8.433333333,2.7,23.13333333,-8.033333333,0.366666667,0.633333333,30
Cincinnati,2014,68.72727273,0,23.75757576,55.63636364,5.818181818,17.36363636,15.39393939,21.72727273,13.36363636,22.6969697,12.72727273,11.09090909,7.939393939,5.515151515,17.45454545,10.39393939,0.818181818,0.181818182,33
Citadel,2014,64.24137931,0.068965517,22.5862069,53.55172414,5.931034483,16.62068966,13.13793103,18.44827586,9.068965517,23.55172414,12.65517241,12.65517241,3.896551724,2.896551724,18.68965517,-10.86206897,0.137931034,0.862068966,29
Clemson,2014,63.34375,0.1875,21.90625,52.40625,5.15625,17,14.375,19.5,11.59375,24.0625,10.125,11.03125,4.8125,5.90625,15.90625,5.375,0.625,0.375,32
Cleveland St,2014,72.06666667,0.133333333,24.66666667,53.5,7.4,18.16666667,15.33333333,20.5,10.4,23.23333333,13.6,12.7,5.833333333,3.4,20.06666667,5.133333333,0.633333333,0.366666667,30
Coastal Car,2014,70.53333333,0.1,24.66666667,57.46666667,5.733333333,17.9,15.46666667,22.33333333,12.7,26.13333333,9.933333333,14.1,6.2,2.8,19.93333333,1.5,0.6,0.4,30
Col Charleston,2014,62.83870968,0.129032258,22.03225806,53.51612903,6.580645161,19.09677419,12.19354839,18.41935484,12.09677419,25.64516129,10,12.83870968,4.64516129,4.161290323,18.64516129,-0.129032258,0.419354839,0.580645161,31
Colgate,2014,69.3,0.133333333,25.2,52.06666667,8.366666667,20.86666667,10.53333333,14.63333333,6.966666667,23.46666667,13.9,11.53333333,4.566666667,2.233333333,17.16666667,1.566666667,0.4,0.6,30
Colorado,2014,70.85294118,0.088235294,23.5,53.79411765,5.205882353,16.26470588,18.64705882,26.02941176,11.58823529,25.94117647,11.52941176,13.20588235,6.029411765,3.382352941,16.58823529,2.911764706,0.676470588,0.323529412,34
Colorado St,2014,71.3,0,23.36666667,56.2,5.166666667,16.36666667,19.4,26.76666667,12.76666667,24.2,12.06666667,9.233333333,4.9,3.2,18.46666667,1.133333333,0.466666667,0.533333333,30
Columbia,2014,67.1,0.166666667,21.33333333,48.33333333,7.6,20.16666667,16.83333333,21.9,8.133333333,24.5,11.66666667,12.2,5.033333333,2.766666667,19,4.133333333,0.6,0.4,30
Connecticut,2014,71.85294118,0.029411765,24.38235294,54.38235294,7.117647059,18.38235294,15.97058824,21,10.08823529,25.29411765,12.58823529,11.67647059,6.970588235,6.205882353,18.26470588,8.735294118,0.764705882,0.235294118,34
Coppin St,2014,68.87096774,0.032258065,22.25806452,57.35483871,7.419354839,22.90322581,16.93548387,23.06451613,11.4516129,21.87096774,11.48387097,11.74193548,5.709677419,2.161290323,16.90322581,-6.096774194,0.35483871,0.64516129,31
Cornell,2014,63.62962963,0.074074074,23.03703704,56.66666667,6.888888889,21.92592593,10.66666667,16,10.2962963,20.85185185,10.44444444,12.03703704,4.185185185,2.703703704,20.74074074,-15.62962963,0.037037037,0.962962963,27
Creighton,2014,79.54545455,0,27.48484848,55.09090909,10.36363636,24.60606061,14.21212121,18.90909091,8.454545455,25.90909091,17.72727273,9.939393939,4.090909091,1.393939394,17.63636364,12.12121212,0.787878788,0.212121212,33
Dartmouth,2014,65.92307692,0.038461538,23.26923077,53.61538462,6.192307692,16.26923077,13.19230769,19.46153846,10.69230769,21.61538462,11.92307692,12,5.615384615,2.807692308,20.11538462,-1.615384615,0.384615385,0.615384615,26
Davidson,2014,77.70967742,0.129032258,26.80645161,56.35483871,8.322580645,21.87096774,15.77419355,22.06451613,9.64516129,22.96774194,13.4516129,11.41935484,5.193548387,1.741935484,20.03225806,4.935483871,0.612903226,0.387096774,31
Dayton,2014,73.39393939,0.060606061,25.66666667,55.06060606,6.575757576,17.39393939,15.48484848,22.72727273,11.63636364,23.66666667,13.06060606,12,5.818181818,2.606060606,20.06060606,5.757575758,0.696969697,0.303030303,33
DePaul,2014,69.39393939,0.121212121,23.6969697,56,5.909090909,17.57575758,16.09090909,23.51515152,12.3030303,21.60606061,10.87878788,13.45454545,6.696969697,4.212121212,21.60606061,-5.96969697,0.363636364,0.636363636,33
Delaware,2014,79.52941176,0.029411765,26.94117647,60.38235294,7.176470588,20.79411765,18.47058824,26.05882353,11.11764706,25.35294118,10.88235294,9.588235294,6,3.588235294,18.85294118,4.382352941,0.735294118,0.264705882,34
Delaware St,2014,59.57142857,0.107142857,20.64285714,49.89285714,4.892857143,15.5,13.39285714,19.28571429,9.392857143,20.75,11.5,11.96428571,5,3.571428571,18.03571429,-6.535714286,0.25,0.75,28
Denver,2014,65.53333333,0.133333333,22.66666667,49.2,8.1,21.1,12.1,17.06666667,7.266666667,18.7,14.8,10,7.033333333,3.233333333,20.16666667,1.266666667,0.5,0.5,30
Detroit,2014,69.2,0.166666667,23.7,57.83333333,5.6,18.2,16.2,22.26666667,12.06666667,23.7,11,12.76666667,7.166666667,4.233333333,21.8,-3,0.366666667,0.633333333,30
Drake,2014,67.06666667,0.033333333,22.7,51.03333333,7.733333333,19.46666667,13.93333333,19.5,8.433333333,23.83333333,12.33333333,12.16666667,5.266666667,2.133333333,18.5,-1.8,0.466666667,0.533333333,30
Drexel,2014,68.8,0.3,23.93333333,56.9,5.133333333,16.36666667,15.8,22.3,10.5,25.2,11.76666667,8.5,4.566666667,3.9,21.26666667,1.466666667,0.533333333,0.466666667,30
Duke,2014,78.64705882,0.029411765,26.67647059,57.58823529,8.852941176,22.47058824,16.44117647,22.64705882,12,22.47058824,14.52941176,9.470588235,7,3.058823529,19.38235294,11.55882353,0.764705882,0.235294118,34
Duquesne,2014,73.33333333,0,25.03333333,56.63333333,7.266666667,20,16,23.9,10.76666667,24.56666667,15.23333333,11.03333333,5.833333333,2.766666667,18,-0.366666667,0.433333333,0.566666667,30
E Illinois,2014,66.92857143,0,23.03571429,53,5,15.64285714,15.85714286,22.14285714,10.17857143,22.32142857,11.89285714,13.57142857,5.5,4.464285714,19.5,-7.321428571,0.321428571,0.678571429,28
E Kentucky,2014,77.38709677,0.032258065,25.5483871,52.67741935,8.935483871,23.12903226,17.35483871,23.03225806,6.870967742,18.83870968,14.03225806,10.77419355,8,1.741935484,21.03225806,5.451612903,0.709677419,0.290322581,31
E Michigan,2014,63.90625,0.09375,21.4375,54.21875,4.9375,16.6875,16.09375,23.65625,11.625,23.9375,10.28125,11.96875,8.125,5.9375,18.8125,1.46875,0.5625,0.4375,32
E Washington,2014,75.62068966,0.034482759,25.72413793,57.34482759,8.103448276,21.75862069,16.06896552,23.17241379,10.55172414,25.62068966,12.93103448,12.27586207,4.413793103,4.206896552,19.96551724,-1.172413793,0.448275862,0.551724138,29
ETSU,2014,75.78125,0.0625,24.625,57.75,7.8125,21.5625,18.71875,25.1875,10.125,24.4375,12.09375,11.9375,7.71875,2.9375,20,-0.0625,0.53125,0.46875,32
East Carolina,2014,70.79310345,0,23.03448276,53.13793103,8.655172414,23.17241379,16.06896552,22.17241379,9.827586207,22.48275862,12.82758621,12.03448276,6.103448276,2.862068966,17.96551724,-1.24137931,0.448275862,0.551724138,29
Edwardsville,2014,71.89655172,0.034482759,25.34482759,55.13793103,7.034482759,18.96551724,14.17241379,20.89655172,9.793103448,21.13793103,13.37931034,13.86206897,6.517241379,2.965517241,20.44827586,-5.275862069,0.310344828,0.689655172,29
Elon,2014,71.65517241,0.068965517,24.96551724,55.13793103,7.689655172,21.17241379,14.03448276,19.72413793,8.896551724,24.20689655,13.17241379,11.86206897,4.793103448,2.75862069,18.27586207,0.482758621,0.551724138,0.448275862,29
Evansville,2014,68.12903226,0.064516129,23.06451613,50.5483871,4.258064516,12.06451613,17.74193548,24.83870968,8.35483871,23.64516129,14.16129032,12.83870968,5.096774194,3.741935484,18.90322581,-4.322580645,0.387096774,0.612903226,31
F Dickinson,2014,68.68965517,0.068965517,23.51724138,56.72413793,7.068965517,20.17241379,14.5862069,20.24137931,10.75862069,21.13793103,10.37931034,11.82758621,6.620689655,4.103448276,21.27586207,-7.172413793,0.310344828,0.689655172,29
FL Atlantic,2014,65.1,0,22.93333333,54.73333333,6.3,19.26666667,12.93333333,19.83333333,11.93333333,23.66666667,11.33333333,12.76666667,4.7,4.566666667,18.6,-4.7,0.266666667,0.733333333,30
FL Gulf Coast,2014,71.875,0.0625,26.09375,56.25,5.46875,17.15625,14.21875,20.65625,10.09375,26.375,12.4375,13.03125,5.71875,3.5,17.96875,4.0625,0.625,0.375,32
Fairfield,2014,63.4375,0.03125,21.78125,54.78125,6.875,20.625,13,18.96875,11.125,24.3125,11.25,14.65625,4.40625,3.65625,22.9375,-6.5625,0.21875,0.78125,32
Florida,2014,70.73529412,0.029411765,24.38235294,52.76470588,6.852941176,18.61764706,15.11764706,22.88235294,11.67647059,24,13.35294118,11.32352941,7.205882353,2.852941176,16.20588235,12.79411765,0.941176471,0.058823529,34
Florida A&M,2014,69.23333333,0.066666667,24.5,62.4,6.433333333,19.9,13.8,21.16666667,14.83333333,23.9,10.66666667,14.66666667,7.2,4.133333333,24.26666667,-4.733333333,0.4,0.6,30
Florida Intl,2014,67.53571429,0.071428571,23.57142857,53.67857143,4.892857143,15.64285714,15.5,23.03571429,11.39285714,23.78571429,10.28571429,13.75,6.821428571,3.892857143,18.17857143,-3.821428571,0.464285714,0.535714286,28
Florida St,2014,70.40625,0.03125,24.3125,52.3125,5.15625,13.96875,16.625,23,10.875,23.84375,10.9375,13.96875,5.96875,5.375,18.09375,4.5625,0.59375,0.40625,32
Fordham,2014,71.74193548,0.032258065,24.64516129,62.64516129,7.096774194,23.19354839,15.35483871,20.93548387,14.4516129,22.70967742,12.22580645,11.38709677,6.677419355,4.064516129,19.87096774,-6.290322581,0.322580645,0.677419355,31
Fresno St,2014,71.70967742,0.193548387,24.03225806,56.38709677,7.806451613,21.67741935,15.83870968,21.90322581,9.193548387,23.74193548,12.06451613,9.451612903,6.225806452,3.870967742,19.5483871,-1,0.483870968,0.516129032,31
Furman,2014,63.22222222,0.037037037,22.07407407,50.40740741,5.074074074,15.66666667,14,20.48148148,8.407407407,21.88888889,9.074074074,13.62962963,4.592592593,2.962962963,16.59259259,-10.03703704,0.259259259,0.740740741,27
G Washington,2014,73.40625,0.03125,25.4375,54.875,5.78125,15.6875,16.75,25.625,11.8125,25.5625,14.15625,13.0625,7.0625,4.15625,18.09375,6.53125,0.75,0.25,32
Ga Southern,2014,68.29032258,0.096774194,23.90322581,56,6.806451613,20.64516129,13.67741935,20.67741935,10.90322581,23.70967742,8.903225806,11.96774194,6.161290323,1.677419355,17.22580645,-2.838709677,0.387096774,0.612903226,31
Gardner Webb,2014,71.23333333,0.266666667,24.86666667,57.5,5.033333333,15.46666667,16.46666667,23.66666667,12.2,22.86666667,14.2,12.4,7.5,3.033333333,18.9,-0.433333333,0.5,0.5,30
George Mason,2014,69.48387097,0.096774194,24.38709677,55.4516129,4.935483871,14.03225806,15.77419355,22.25806452,10.93548387,23.61290323,10.93548387,13.58064516,5.258064516,3.483870968,20.93548387,-2.548387097,0.35483871,0.64516129,31
Georgetown,2014,70.22580645,0.064516129,24.16129032,52.58064516,5.290322581,16.19354839,16.61290323,23.19354839,10.12903226,23.4516129,13.12903226,11.87096774,5.903225806,4.322580645,21.83870968,2.838709677,0.548387097,0.451612903,31
Georgia,2014,69.03125,0.0625,22.59375,51.46875,4.96875,14.1875,18.875,27.875,11.78125,25.34375,10.25,12.65625,4.96875,4.65625,18.875,2.28125,0.59375,0.40625,32
Georgia St,2014,77.64516129,0.129032258,26.4516129,56.29032258,7.516129032,19.74193548,17.22580645,22.22580645,7.935483871,23.16129032,13.29032258,8.032258065,7.870967742,4.709677419,17.35483871,9.258064516,0.741935484,0.258064516,31
Georgia Tech,2014,66.66666667,0.090909091,24.12121212,55.96969697,5.242424242,16.63636364,13.18181818,19.27272727,11.3030303,24.66666667,13.15151515,12.09090909,5.181818182,4.242424242,17.75757576,-0.121212121,0.484848485,0.515151515,33
Gonzaga,2014,75.81818182,0,26.63636364,54.33333333,6.878787879,17.75757576,15.66666667,22.06060606,9.636363636,26.24242424,14.48484848,11.24242424,6.696969697,3.909090909,18.09090909,11.27272727,0.818181818,0.181818182,33
Grambling,2014,65.40740741,0,22.14814815,54.33333333,6.259259259,19.25925926,14.85185185,22,10.92592593,20.44444444,10.25925926,15.14814815,5.740740741,2.037037037,19.07407407,-15.55555556,0.148148148,0.851851852,27
Grand Canyon,2014,70.46153846,0.038461538,21.76923077,51.65384615,6.884615385,20,20.03846154,26.96153846,9.423076923,25.19230769,12.30769231,12.65384615,3.692307692,2.884615385,20.34615385,-2.923076923,0.461538462,0.538461538,26
Hampton,2014,73.23333333,0.233333333,24.26666667,57.83333333,5.5,17.33333333,19.2,29.33333333,13.1,25.4,12.03333333,15,7.7,6,23.56666667,2.966666667,0.6,0.4,30
Hartford,2014,65.51515152,0.03030303,22.15151515,48.27272727,8.03030303,21.33333333,13.18181818,18.75757576,6.96969697,20.57575758,12.18181818,13.87878788,5.575757576,2.060606061,19.15151515,-0.454545455,0.515151515,0.484848485,33
Harvard,2014,73.44827586,0.137931034,24.68965517,52.75862069,5.793103448,14.89655172,18.27586207,25.17241379,10.37931034,23.75862069,14.48275862,11.55172414,7.448275862,4.965517241,17.89655172,12.13793103,0.862068966,0.137931034,29
Hawaii,2014,78.31034483,0.103448276,27.31034483,58.68965517,5.586206897,16.82758621,18.10344828,24.89655172,12.75862069,22.51724138,13.68965517,11.65517241,6.206896552,3.172413793,19.37931034,5.103448276,0.620689655,0.379310345,29
High Point,2014,69.39285714,0.035714286,25.25,54.35714286,6.071428571,15.92857143,12.82142857,17.42857143,9.607142857,21.64285714,14.42857143,11.89285714,5.785714286,3.5,16.71428571,-2.857142857,0.5,0.5,28
Hofstra,2014,68.48484848,0.03030303,22.72727273,54.18181818,6.939393939,20.75757576,16.09090909,24.42424242,12.6969697,23.51515152,10.75757576,12.3030303,4.818181818,3.212121212,19.57575758,-4.666666667,0.303030303,0.696969697,33
Holy Cross,2014,66.96875,0.0625,22.5625,52.5,6.28125,17.9375,15.5625,21.40625,10,23.0625,11.28125,11.75,5.96875,3.8125,17.125,1.875,0.59375,0.40625,32
Houston,2014,71.06060606,0.03030303,25.24242424,55.54545455,6.424242424,17.51515152,14.15151515,21.21212121,10.87878788,23.6969697,14.72727273,12.75757576,5.424242424,5.515151515,18.27272727,-1.939393939,0.515151515,0.484848485,33
Houston Bap,2014,65.82758621,0.068965517,23.10344828,55.13793103,4.862068966,14.44827586,14.75862069,21.75862069,11.17241379,24.03448276,11.93103448,15.68965517,4.862068966,2.103448276,21.48275862,-12,0.137931034,0.862068966,29
Howard,2014,60.25806452,0.096774194,18.96774194,51.12903226,5.129032258,15.58064516,17.19354839,25.22580645,11.48387097,21.67741935,7.612903226,16.32258065,6.193548387,3.709677419,21.96774194,-11.5483871,0.193548387,0.806451613,31
IL Chicago,2014,65.37931034,0,22.27586207,54.4137931,5.620689655,17.24137931,15.20689655,21.31034483,10.86206897,23.06896552,10.82758621,12.55172414,5.206896552,1.75862069,22.03448276,-7.793103448,0.137931034,0.862068966,29
IPFW,2014,73.41935484,0.032258065,25.41935484,53.25806452,7.612903226,19.77419355,14.96774194,22.41935484,10.12903226,23.38709677,13.41935484,12.87096774,6.612903226,2.258064516,17.12903226,4.064516129,0.677419355,0.322580645,31
IUPUI,2014,63.17241379,0.034482759,23.03448276,54,4.172413793,13.72413793,12.93103448,17.5862069,7.551724138,21.72413793,9.793103448,11.37931034,4.862068966,2.793103448,16.06896552,-12.96551724,0.103448276,0.896551724,29
Idaho,2014,72.21212121,0.090909091,24.42424242,54.93939394,6.393939394,17.93939394,16.96969697,24.60606061,10.45454545,23.81818182,11.3030303,11.48484848,4.151515152,1.666666667,20.84848485,-2.696969697,0.454545455,0.545454545,33
Idaho St,2014,69.55555556,0.111111111,23.44444444,53.03703704,5.555555556,15.59259259,17.11111111,24.07407407,11.88888889,22.62962963,11.55555556,12.2962963,6.703703704,2.592592593,18.22222222,-1.703703704,0.333333333,0.666666667,27
Illinois,2014,64.63636364,0.03030303,22.81818182,55.72727273,6.03030303,18.90909091,12.96969697,17.75757576,11.03030303,22.93939394,10.12121212,10.48484848,6.151515152,3.727272727,17.03030303,2.090909091,0.575757576,0.424242424,33
Illinois St,2014,68.66666667,0.1,22.76666667,55.63333333,7.333333333,23.36666667,15.8,22.4,9.8,24.46666667,12.16666667,12.43333333,7.8,4.633333333,20.56666667,-0.933333333,0.5,0.5,30
