Team,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
Arkansas St,2017,72.4516129,0.032258065,25.48387097,55.64516129,6.806451613,18.03225806,14.67741935,23.09677419,10.80645161,25.22580645,12.29032258,12.80645161,5.129032258,2.580645161,20.32258065,2.967741935,0.612903226,0.387096774,31
Army,2017,72.03225806,0.096774194,26.09677419,59.32258065,8.903225806,25.35483871,10.93548387,16.58064516,9.580645161,27.58064516,16,14.96774194,5.387096774,1.838709677,19.41935484,-1.741935484,0.387096774,0.612903226,31
Auburn,2017,80.40625,0.0625,26.90625,61.53125,9.03125,24.65625,17.5625,26.125,11.53125,25.0625,13.15625,13.5625,7.375,5.0625,21,0.84375,0.5625,0.4375,32
Austin Peay,2017,76.5,0.107142857,26.14285714,57,7.464285714,21.21428571,16.75,23.35714286,8.214285714,22.28571429,10.32142857,12.57142857,5.142857143,2.5,18.39285714,-8.678571429,0.321428571,0.678571429,28
BYU,2017,80.36363636,0,27.54545455,60.33333333,6.636363636,19.27272727,18.63636364,25.45454545,10.51515152,31.12121212,15.63636364,13.60606061,6.696969697,4.696969697,19.42424242,7.03030303,0.666666667,0.333333333,33
Ball St,2017,78.28125,0.125,27,58.71875,9.03125,24.03125,15.25,21.09375,9.78125,27.6875,15.15625,14.875,5.875,3.53125,19.78125,2.4375,0.625,0.375,32
Baylor,2017,71.61290323,0,25.77419355,55.22580645,6.612903226,18.70967742,13.4516129,18.90322581,12.67741935,24.93548387,15.48387097,13.41935484,5.129032258,4.870967742,17.67741935,8.580645161,0.774193548,0.225806452,31
Belmont,2017,76.7037037,0.037037037,26.7037037,56.48148148,10,29.7037037,13.2962963,17.22222222,8.111111111,26.40740741,16.03703704,12.74074074,4.444444444,2.555555556,17.59259259,6.592592593,0.777777778,0.222222222,27
Bethune-Cookman,2017,70.4,0.2,25.8,62.66666667,7.1,22,11.7,17.7,12.36666667,22.83333333,13.66666667,12.63333333,7.066666667,2.8,20.76666667,-8.233333333,0.266666667,0.733333333,30
Binghamton,2017,65.10344828,0.034482759,23.03448276,54.68965517,7.344827586,21.34482759,11.68965517,16.86206897,8.068965517,24.4137931,11.62068966,12.48275862,5.034482759,2.413793103,17.20689655,-6.206896552,0.310344828,0.689655172,29
Boise St,2017,75.51724138,0,25.34482759,56.31034483,8.137931034,22.86206897,16.68965517,23.27586207,9.482758621,25.75862069,12.4137931,12.62068966,4.896551724,2.413793103,21.10344828,3.344827586,0.620689655,0.379310345,29
Boston College,2017,72.5,0,26.34375,58.75,8,21.375,11.8125,17.375,9.125,25.78125,14.78125,14.59375,5.59375,2.71875,18.65625,-5.875,0.28125,0.71875,32
Boston Univ,2017,72.51612903,0.129032258,25.32258065,57.67741935,8.451612903,23.96774194,13.41935484,19.29032258,10.03225806,25.35483871,13.64516129,14.32258065,8.258064516,2.516129032,19.22580645,1.225806452,0.548387097,0.451612903,31
Bowling Green,2017,73.19354839,0.096774194,25.93548387,61.12903226,6.806451613,19.96774194,14.51612903,21.90322581,11.16129032,24.5483871,12.06451613,12.67741935,6.838709677,2.64516129,19.4516129,-4,0.387096774,0.612903226,31
Bradley,2017,65.40625,0.03125,22.03125,52.15625,6.5,18.40625,14.84375,21.90625,9.0625,26.15625,11.28125,15.03125,5.9375,3.625,20.46875,-5.78125,0.375,0.625,32
Brown,2017,74.85714286,0,24.17857143,55.39285714,7.821428571,22,18.67857143,24.64285714,9.285714286,21.57142857,13.07142857,14.10714286,7.214285714,1.785714286,20.21428571,-4.464285714,0.392857143,0.607142857,28
Bryant,2017,73.70967742,0.225806452,26.06451613,59.90322581,7.419354839,22,14.16129032,19.64516129,10.67741935,25.03225806,14.29032258,13.51612903,6.709677419,2.193548387,21.29032258,-4.258064516,0.35483871,0.64516129,31
Bucknell,2017,76.14705882,0,26.94117647,55.97058824,8.147058824,21.58823529,14.11764706,20.79411765,8.617647059,25.82352941,14.61764706,13.26470588,7.176470588,3.823529412,18.52941176,8.794117647,0.764705882,0.235294118,34
Buffalo,2017,77.2,0.033333333,27.03333333,60.76666667,7.566666667,22.9,15.56666667,22.66666667,12.36666667,27.86666667,13.9,14.56666667,5.733333333,3.766666667,23.2,1.933333333,0.5,0.5,30
Butler,2017,76.29032258,0.064516129,26.80645161,56.12903226,7.64516129,21.03225806,15.03225806,20.32258065,8.774193548,23.25806452,13.19354839,10.16129032,6.225806452,2.806451613,18.93548387,7.903225806,0.741935484,0.258064516,31
C Michigan,2017,86.73333333,0.1,27.96666667,66.3,12.63333333,34.66666667,18.16666667,22.96666667,10.73333333,26.4,11.26666667,11.43333333,5.166666667,2.666666667,19.63333333,-3.133333333,0.466666667,0.533333333,30
CS Bakersfield,2017,68.82142857,0.178571429,24.71428571,57.78571429,5.857142857,18.21428571,13.53571429,21.42857143,12.17857143,26.10714286,13.85714286,14.75,8.25,4.071428571,22.39285714,5.392857143,0.678571429,0.321428571,28
CS Fullerton,2017,72.37931034,0.24137931,25.06896552,56.96551724,6,19.24137931,16.24137931,23.20689655,10.65517241,25.17241379,11.4137931,15.20689655,7.034482759,3.482758621,21.37931034,-0.586206897,0.517241379,0.482758621,29
CS Northridge,2017,76.78571429,0,26.46428571,57.89285714,4.571428571,13.57142857,19.28571429,26.03571429,9.607142857,24.39285714,13.03571429,13.21428571,7,2.75,21.28571429,-4.214285714,0.357142857,0.642857143,28
CS Sacramento,2017,70.37931034,0.137931034,25.65517241,56.68965517,5.103448276,16.44827586,13.96551724,21.13793103,9.655172414,24.93103448,12.65517241,11.51724138,4.724137931,4.344827586,18.65517241,-5.103448276,0.379310345,0.620689655,29
Cal Poly SLO,2017,66.82758621,0.068965517,23.31034483,58,8.206896552,24.51724138,12,17.06896552,9.448275862,22.34482759,9.965517241,10.82758621,5.137931034,3.517241379,19.17241379,-6.482758621,0.310344828,0.689655172,29
California,2017,68.18181818,0.121212121,23.90909091,56.27272727,6.636363636,19.54545455,13.72727273,20.6969697,11.54545455,27.54545455,12.15151515,12.57575758,4.878787879,4.606060606,19.03030303,5.121212121,0.636363636,0.363636364,33
Campbell,2017,68.87096774,0.064516129,23.32258065,53.03225806,7.193548387,20.51612903,15.03225806,20.09677419,7.806451613,24.19354839,10.48387097,12.83870968,6.290322581,3.741935484,18.32258065,-2.967741935,0.451612903,0.548387097,31
Canisius,2017,78.51515152,0.060606061,27.57575758,60.6969697,9.212121212,24.60606061,14.15151515,19.27272727,10.84848485,22.3030303,17.54545455,13.21212121,6.757575758,1.909090909,19.51515152,0.818181818,0.545454545,0.454545455,33
Cent Arkansas,2017,74.84375,0.09375,26.125,59.75,7.1875,19.1875,15.40625,21.46875,10.53125,25.40625,14.53125,13.9375,5.5625,2.625,18.9375,-9.28125,0.25,0.75,32
Central Conn,2017,63,0.068965517,23.27586207,55.24137931,5.034482759,14.34482759,11.4137931,18.4137931,11.44827586,21.79310345,11.72413793,14.24137931,5.724137931,2.344827586,18.62068966,-9.827586207,0.206896552,0.793103448,29
Charleston So,2017,71.89285714,0.107142857,25.39285714,59.35714286,7.035714286,21.10714286,14.07142857,20.78571429,10.25,23.60714286,10.28571429,11.32142857,5.035714286,2.75,20.32142857,-6.071428571,0.321428571,0.678571429,28
Charlotte,2017,75.65517241,0.034482759,26.34482759,59.82758621,7.793103448,20.79310345,15.17241379,20.34482759,7.379310345,24.96551724,11.89655172,11.96551724,6.310344828,2.931034483,19.37931034,-4.310344828,0.413793103,0.586206897,29
Chattanooga,2017,72.5862069,0.034482759,24.96551724,54.79310345,6.896551724,20.86206897,15.75862069,22.10344828,10.44827586,21.4137931,11.72413793,13.37931034,7.379310345,4.551724138,18.62068966,3.172413793,0.586206897,0.413793103,29
Chicago St,2017,62.48275862,0.137931034,22.13793103,59.75862069,6.448275862,21.20689655,11.75862069,16.5862069,10.51724138,24.03448276,10.13793103,13.82758621,6.24137931,2.034482759,19.31034483,-16.48275862,0.103448276,0.896551724,29
Cincinnati,2017,74.47058824,0.058823529,26.94117647,59.29411765,7.411764706,21.58823529,13.17647059,19.29411765,12.41176471,24.79411765,15.82352941,10,7.470588235,5.088235294,15.97058824,13.64705882,0.852941176,0.147058824,34
Citadel,2017,85.16666667,0.1,28.36666667,69.26666667,11.53333333,34.06666667,16.9,22.7,12.3,23.33333333,15.86666667,14.06666667,8.233333333,2.366666667,22.36666667,-9.933333333,0.3,0.7,30
Clemson,2017,74.96875,0.03125,26.40625,58.5,7.25,20.28125,14.90625,20.46875,11.0625,23.03125,12.4375,10.75,7.09375,3.84375,15.28125,3.5,0.53125,0.46875,32
Cleveland St,2017,66.8,0.133333333,23.9,59.2,7.033333333,22.9,11.96666667,17.5,10.9,21.93333333,10.56666667,13.1,7.133333333,3,20.73333333,-5.2,0.266666667,0.733333333,30
Coastal Car,2017,70.77419355,0.064516129,25.4516129,60.87096774,8.483870968,25.35483871,11.38709677,17.48387097,11.70967742,27.51612903,11.83870968,12.80645161,5.35483871,2.64516129,18.48387097,-2.870967742,0.451612903,0.548387097,31
Col Charleston,2017,69.18181818,0.03030303,22.93939394,52.78787879,6.181818182,18.51515152,17.12121212,23.06060606,8.393939394,25.51515152,10.21212121,10.45454545,5.606060606,3.393939394,17.21212121,4.515151515,0.727272727,0.272727273,33
Colgate,2017,66.25806452,0.161290323,23.06451613,52.77419355,8.161290323,22.58064516,11.96774194,17.64516129,8.161290323,24.22580645,12.77419355,14.87096774,5.129032258,2.548387097,18.87096774,-4.870967742,0.290322581,0.709677419,31
Colorado,2017,75.40625,0.0625,26.125,58.46875,7.34375,20.71875,15.8125,22.59375,11.90625,25.625,13.875,12.1875,5.03125,4.34375,18.5,3.375,0.5625,0.4375,32
Colorado St,2017,71.5625,0,24.1875,57.4375,7.21875,20.90625,15.96875,21.90625,11.25,26.90625,10.75,10.875,6,3.4375,17.46875,4.4375,0.65625,0.34375,32
Columbia,2017,71.38461538,0.076923077,25.61538462,59.46153846,7.846153846,21.84615385,12.30769231,17.30769231,10.23076923,24.61538462,15.26923077,13,6.846153846,3,18.80769231,-2.538461538,0.384615385,0.615384615,26
Connecticut,2017,66.46875,0.0625,23.125,54.59375,6.71875,19,13.5,18.84375,10.21875,26.34375,12.875,12.28125,4.40625,5.3125,17.5,0.625,0.46875,0.53125,32
Coppin St,2017,65.23333333,0.033333333,21.83333333,57.63333333,6.9,21.8,14.66666667,23.03333333,11.36666667,23.1,10.13333333,13.46666667,5.666666667,2.3,20.53333333,-13.5,0.233333333,0.766666667,30
Cornell,2017,70.5,0.035714286,25.35714286,56.57142857,8.142857143,24.42857143,11.64285714,16.67857143,7.392857143,25.71428571,14,14.32142857,5.107142857,2.607142857,18.32142857,-6.857142857,0.25,0.75,28
Creighton,2017,81.54545455,0,30.66666667,60.36363636,8.696969697,21.6969697,11.51515152,16.84848485,7.939393939,26.33333333,17.24242424,12.48484848,6.151515152,2.939393939,16.63636364,8.939393939,0.727272727,0.272727273,33
Dartmouth,2017,67.11111111,0.037037037,23.37037037,54.11111111,7.37037037,20.85185185,13,18.33333333,9.222222222,24.7037037,11.44444444,14.85185185,4.666666667,1.814814815,18.2962963,-7.703703704,0.259259259,0.740740741,27
Davidson,2017,73.8125,0.0625,25.4375,58.15625,9.125,26.75,13.8125,18.34375,8.90625,27,15.625,12.1875,5.09375,3.3125,18.21875,2.1875,0.53125,0.46875,32
Dayton,2017,75.96666667,0.033333333,25.63333333,54.83333333,8.133333333,21.03333333,16.56666667,23.96666667,8.566666667,25.9,15.73333333,11.9,7.4,3.8,18.8,9.2,0.766666667,0.233333333,30
DePaul,2017,68.9375,0.03125,24.21875,56.375,5.75,17.625,14.75,20.0625,10.59375,22.40625,11.40625,14.09375,6.65625,2.875,19.8125,-5.6875,0.28125,0.71875,32
Delaware,2017,64.80645161,0.032258065,23.29032258,56.03225806,5.870967742,19.5483871,12.35483871,18.03225806,9.774193548,24.80645161,11.41935484,11.90322581,5.35483871,3.096774194,19.12903226,-8.548387097,0.35483871,0.64516129,31
Delaware St,2017,66.36666667,0.1,23.5,57.43333333,7.9,22.53333333,11.46666667,17.3,10.53333333,21.6,12.86666667,13.46666667,5.366666667,2.666666667,19.4,-9.433333333,0.266666667,0.733333333,30
Denver,2017,75.83333333,0.066666667,27.06666667,56.16666667,7.433333333,18.5,14.26666667,19.43333333,9.1,26.16666667,15.06666667,13.46666667,5,2.133333333,20.1,1.2,0.533333333,0.466666667,30
Detroit,2017,76.26666667,0.1,26.53333333,59.9,7.966666667,21.53333333,15.23333333,22.83333333,10.03333333,23.03333333,12.7,14.73333333,6.566666667,2.5,24.16666667,-9.1,0.233333333,0.766666667,30
Drake,2017,71.13793103,0.103448276,24.55172414,60.31034483,8.793103448,25.48275862,13.24137931,17.51724138,10.06896552,24.27586207,12.93103448,12.55172414,6.137931034,2.482758621,18.24137931,-6.620689655,0.206896552,0.793103448,29
Drexel,2017,74.61290323,0.129032258,26.87096774,61.77419355,7.870967742,22.58064516,13,19.48387097,11.61290323,24.61290323,14.38709677,13.41935484,5.903225806,3.032258065,20.51612903,-4.870967742,0.258064516,0.741935484,31
Duke,2017,80.65714286,0,27.65714286,58,8.228571429,21.88571429,17.11428571,22.57142857,10.45714286,25.85714286,13.08571429,11.28571429,5.914285714,4.485714286,18.05714286,10.82857143,0.771428571,0.228571429,35
Duquesne,2017,70.5,0,24.53125,57.34375,7.0625,21.15625,14.375,21.25,10.71875,25.75,12.53125,14.1875,4.90625,3.96875,18.65625,-3.75,0.3125,0.6875,32
E Illinois,2017,73.51851852,0.259259259,25.96296296,63.51851852,8.814814815,24.07407407,12.77777778,17.03703704,11.66666667,24.85185185,14.7037037,12.7037037,6.444444444,3.851851852,19.7037037,-0.296296296,0.444444444,0.555555556,27
E Kentucky,2017,70.17241379,0.172413793,23.86206897,55.93103448,7.551724138,23.37931034,14.89655172,20.93103448,8.75862069,23.17241379,13.27586207,14.17241379,5.724137931,3.620689655,19.72413793,-6.206896552,0.344827586,0.655172414,29
E Michigan,2017,74.93103448,0.068965517,26.55172414,60.93103448,6.310344828,18.75862069,15.51724138,21.51724138,12.55172414,22.65517241,12.89655172,12.10344828,8.896551724,4.068965517,22.20689655,-0.344827586,0.413793103,0.586206897,29
E Washington,2017,78.74193548,0.322580645,27.61290323,58.25806452,7.806451613,21.32258065,15.70967742,20.51612903,9.225806452,26.51612903,12.03225806,12.22580645,4.516129032,4.774193548,20.32258065,2.032258065,0.64516129,0.35483871,31
ETSU,2017,79.59375,0.09375,27.53125,55.71875,7.5,19.625,17.03125,24.40625,9.59375,26.15625,14.84375,14.9375,8.59375,4.875,20.34375,10.1875,0.78125,0.21875,32
East Carolina,2017,63.27272727,0,21.6969697,54.45454545,6.484848485,20.24242424,13.39393939,20.39393939,11.21212121,26.66666667,11.93939394,13.90909091,5.090909091,5.181818182,16.6969697,-1.818181818,0.454545455,0.545454545,33
Edwardsville,2017,68.39285714,0.071428571,23.07142857,56.53571429,4.75,16.28571429,17.5,25.82142857,11.82142857,23.53571429,10.32142857,14.5,4.821428571,2.642857143,22.21428571,-8.964285714,0.178571429,0.821428571,28
Elon,2017,73.76666667,0.2,25.83333333,58.76666667,9.533333333,26.73333333,12.56666667,18.03333333,8.7,28.4,14.16666667,11.66666667,4.866666667,2.366666667,16.56666667,1.633333333,0.533333333,0.466666667,30
Evansville,2017,68.93548387,0.096774194,23.96774194,52.96774194,3.741935484,10.12903226,17.25806452,24.25806452,8.935483871,25.19354839,13.03225806,12.19354839,5.129032258,2.870967742,20.38709677,-0.967741935,0.451612903,0.548387097,31
F Dickinson,2017,71.96551724,0.034482759,24.75862069,56.72413793,6.620689655,20.27586207,15.82758621,20.48275862,9.517241379,22.72413793,11.96551724,13.31034483,6.24137931,2.344827586,21.37931034,-3.965517241,0.344827586,0.655172414,29
FL Atlantic,2017,69.03571429,0.107142857,24.67857143,60.85714286,6.642857143,21.21428571,13.03571429,18.5,10.46428571,24.64285714,11.78571429,11.75,5.285714286,2.928571429,19.21428571,-5.964285714,0.285714286,0.714285714,28
FL Gulf Coast,2017,76.43333333,0.066666667,28.23333333,58.03333333,6.266666667,18.46666667,13.7,19.7,11.3,25.63333333,14,12.33333333,5.266666667,3.366666667,18.93333333,6.066666667,0.766666667,0.233333333,30
Fairfield,2017,72.26666667,0.066666667,26.3,59.6,8.3,24.76666667,11.36666667,16.66666667,8.8,27.23333333,14.8,13.43333333,5.366666667,3,18.33333333,-0.766666667,0.533333333,0.466666667,30
Florida,2017,78.28125,0.0625,26.59375,59.15625,7.75,21.40625,17.34375,23.875,11.5625,25.78125,12.625,11.8125,7.5625,4.84375,18.59375,11.71875,0.75,0.25,32
Florida A&M,2017,69.96428571,0.142857143,24.64285714,59.42857143,6,17.67857143,14.67857143,22.32142857,10.28571429,24.07142857,12.25,13.32142857,5.964285714,3.25,18.85714286,-9.035714286,0.178571429,0.821428571,28
Florida Intl,2017,69.4137931,0.206896552,25.65517241,57.4137931,5.724137931,17.68965517,12.37931034,16.37931034,9.965517241,23.44827586,11.03448276,13.03448276,5.862068966,2.24137931,18.68965517,-4.827586207,0.172413793,0.827586207,29
Florida St,2017,82.45454545,0,29.75757576,61.57575758,6.878787879,19.3030303,16.06060606,23.21212121,11.78787879,25.93939394,14.6969697,11.81818182,7.363636364,5.090909091,19.42424242,11.18181818,0.757575758,0.242424242,33
Fordham,2017,64.16129032,0.129032258,22.64516129,55.12903226,8.096774194,24.41935484,10.77419355,14.74193548,8.161290323,20.32258065,13.03225806,13.22580645,9.774193548,2.903225806,19.19354839,-3.322580645,0.387096774,0.612903226,31
Fresno St,2017,73.3,0.2,25.6,56.73333333,6.466666667,18.3,15.63333333,23.03333333,9.5,25.76666667,12.3,13.36666667,8.266666667,3.7,22.1,2.366666667,0.6,0.4,30
Furman,2017,72.7,0.066666667,25.56666667,54.43333333,8.966666667,23.4,12.6,18.03333333,8.8,24.96666667,14.5,12.93333333,6.566666667,2.433333333,18.03333333,5.366666667,0.633333333,0.366666667,30
G Washington,2017,69.78787879,0,23.21212121,55.09090909,7.878787879,21.21212121,15.48484848,20.63636364,11.45454545,25.45454545,13.27272727,13.12121212,5.393939394,3.878787879,15.51515152,0.424242424,0.575757576,0.424242424,33
Ga Southern,2017,74.83333333,0.033333333,25.06666667,56.93333333,9.233333333,24.86666667,15.46666667,22.93333333,9.333333333,24.56666667,10.16666667,12.03333333,6.466666667,3.033333333,20,0,0.533333333,0.466666667,30
Gardner Webb,2017,74.86666667,0.166666667,26.3,56.5,6.233333333,16.56666667,16.03333333,25.26666667,10.9,26.06666667,13.56666667,14.76666667,8.666666667,3.4,20.83333333,2.633333333,0.533333333,0.466666667,30
George Mason,2017,74.09375,0.15625,25.71875,57.28125,5.4375,15.84375,17.21875,23,11.15625,29.125,11.6875,13.21875,4.90625,2.5625,16.75,2.25,0.59375,0.40625,32
Georgetown,2017,74.03125,0.0625,25.25,54.78125,6.4375,18.4375,17.09375,23.34375,9.53125,26.125,15,14.1875,5.46875,4.59375,21,1.875,0.4375,0.5625,32
Georgia,2017,71.25,0.0625,24.375,55.75,5,15.59375,17.5,23.125,9.8125,27.40625,12.59375,13.25,5.375,3.75,19,1.15625,0.5625,0.4375,32
Georgia St,2017,72.8,0.033333333,26.56666667,56.8,7.333333333,20.76666667,12.33333333,19.16666667,10,25.23333333,11.86666667,13.96666667,6.766666667,4.033333333,20.43333333,2.433333333,0.6,0.4,30
Georgia Tech,2017,66.06451613,0.032258065,24.12903226,55.96774194,4.322580645,13.4516129,13.48387097,19.90322581,9.774193548,26.16129032,14.70967742,13.70967742,6.419354839,5.967741935,16.48387097,-1,0.516129032,0.483870968,31
Gonzaga,2017,84.57575758,0,30.36363636,58.63636364,7.303030303,19.12121212,16.54545455,22.42424242,9.363636364,30.93939394,16.03030303,11.3030303,7.151515152,4.454545455,16.45454545,23.42424242,0.96969697,0.03030303,33
Grambling,2017,68.36666667,0.133333333,24.26666667,57.63333333,5.366666667,17.03333333,14.46666667,21.96666667,12.3,20.4,10.83333333,14,8.533333333,2.3,20.03333333,-5.4,0.433333333,0.566666667,30
Grand Canyon,2017,72.31034483,0.068965517,24.82758621,58.03448276,6.517241379,19.75862069,16.13793103,24.4137931,10.86206897,26.51724138,13.44827586,13.03448276,7.379310345,2.517241379,17.62068966,4.068965517,0.689655172,0.310344828,29
Hampton,2017,68.5,0.035714286,23.82142857,58.39285714,6.392857143,19.64285714,14.46428571,20.07142857,11.60714286,24.89285714,11.82142857,13.96428571,4.535714286,3.785714286,20.67857143,-2.857142857,0.428571429,0.571428571,28
Hartford,2017,66.75,0.09375,22.8125,56.6875,8.21875,24.28125,12.90625,18.46875,9.125,23.5625,11.46875,14.4375,7.125,3.6875,18.875,-10.28125,0.28125,0.71875,32
Harvard,2017,71.69230769,0,25,55.65384615,8.192307692,22.84615385,13.5,17.96153846,9.846153846,25.42307692,14.11538462,13.34615385,6.153846154,4.615384615,19.15384615,4.538461538,0.615384615,0.384615385,26
Hawaii,2017,67.44827586,0.068965517,23,54.62068966,6.931034483,21.5862069,14.51724138,20.13793103,9.413793103,22.44827586,13.5862069,13.93103448,4.862068966,1.896551724,18.96551724,-1.275862069,0.448275862,0.551724138,29
High Point,2017,67.96428571,0.142857143,23.21428571,54.57142857,6.25,16.67857143,15.28571429,19.85714286,9.607142857,24.39285714,12,13.03571429,5.857142857,2.964285714,17.96428571,-2.785714286,0.428571429,0.571428571,28
Hofstra,2017,76.90322581,0.064516129,26.29032258,59.61290323,9.032258065,24.80645161,15.29032258,22.4516129,11.5483871,24.32258065,12.80645161,10.61290323,4.419354839,2.290322581,17.12903226,-0.451612903,0.451612903,0.548387097,31
Holy Cross,2017,60.375,0.03125,20.71875,48.46875,7.375,21.40625,11.5625,16.6875,5.90625,19.4375,13.46875,10.96875,9.4375,2.375,16.125,-1.75,0.46875,0.53125,32
Houston,2017,73.64516129,0.032258065,26.5483871,59.4516129,8.419354839,21.48387097,12.12903226,17,11.41935484,24.09677419,12.64516129,9.838709677,5.35483871,3.451612903,18.77419355,9.161290323,0.677419355,0.322580645,31
Houston Bap,2017,75.11538462,0,26.38461538,59.5,6.038461538,17.73076923,16.30769231,22.61538462,12.73076923,23.92307692,13.84615385,14.11538462,6.038461538,2.230769231,19.88461538,-2.230769231,0.5,0.5,26
Howard,2017,63.15625,0,21.3125,54.84375,5,17.15625,15.53125,23.78125,12.28125,24.375,8.96875,14.6875,5.3125,3.5625,18.59375,-9,0.25,0.75,32
IL Chicago,2017,75.06451613,0.096774194,25.64516129,58.83870968,7.580645161,20.4516129,16.19354839,22.87096774,11.77419355,27.29032258,13.58064516,16.25806452,5.129032258,5.129032258,19.35483871,-2.548387097,0.419354839,0.580645161,31
IPFW,2017,85,0.142857143,31.25,64.53571429,10.39285714,26.32142857,12.10714286,16.64285714,10.46428571,26.64285714,16.96428571,13.39285714,7.642857143,3.892857143,18.39285714,4.107142857,0.571428571,0.428571429,28
IUPUI,2017,77,0.066666667,27.23333333,61.23333333,8.7,23,13.83333333,20.33333333,11.03333333,22.7,13.6,12.13333333,6.9,2.566666667,20.8,-2.666666667,0.4,0.6,30
Idaho,2017,72.65517241,0.206896552,24.31034483,56.48275862,7.689655172,21.17241379,16.34482759,23,10.65517241,26,12.62068966,13.03448276,4.620689655,2.517241379,21.72413793,0.103448276,0.551724138,0.448275862,29
Idaho St,2017,69.6,0.066666667,23.9,55.13333333,7.533333333,21.16666667,14.26666667,21,7.6,22,10,13.76666667,7.266666667,2.333333333,18.93333333,-11.73333333,0.133333333,0.866666667,30
Illinois,2017,70.48387097,0.032258065,25.19354839,56.74193548,7.225806452,20.06451613,12.87096774,18.70967742,9.709677419,24.67741935,12.80645161,12.61290323,5.258064516,2.161290323,18.25806452,0.451612903,0.548387097,0.451612903,31
Illinois St,2017,68.4375,0.03125,24.375,55.71875,8.375,23.03125,11.3125,17.125,10.375,26.5625,13.40625,12.53125,6.9375,4.75,17.71875,7.65625,0.8125,0.1875,32
Incarnate Word,2017,74.68,0.04,24.84,56.12,7.96,21.08,17.04,24.48,7.88,24.28,12.24,13.72,5.36,4.32,20.56,-6.52,0.32,0.68,25
