,T1,T2,Season,T1Seed,T2Seed
190,1393,1199,2011,3,10
191,1393,1425,2011,3,11
192,1393,1433,2011,3,11
193,1393,1350,2011,3,12
194,1393,1287,2011,3,13
195,1393,1389,2011,3,14
196,1393,1103,2011,3,15
197,1393,1131,2011,3,16
198,1246,1452,2011,4,5
199,1246,1462,2011,4,6
200,1246,1449,2011,4,7
201,1246,1206,2011,4,8
202,1246,1437,2011,4,9
203,1246,1208,2011,4,10
204,1246,1266,2011,4,11
205,1246,1155,2011,4,12
206,1246,1412,2011,4,12
207,1246,1343,2011,4,13
208,1246,1232,2011,4,14
209,1246,1254,2011,4,15
210,1246,1106,2011,4,16
211,1246,1427,2011,4,16
212,1246,1181,2011,4,1
213,1246,1361,2011,4,2
214,1246,1163,2011,4,3
215,1246,1400,2011,4,4
216,1246,1112,2011,4,5
217,1246,1153,2011,4,6
218,1246,1396,2011,4,7
219,1246,1276,2011,4,8
220,1246,1397,2011,4,9
221,1246,1336,2011,4,10
222,1246,1281,2011,4,11
223,1246,1272,2011,4,12
224,1246,1324,2011,4,13
225,1246,1137,2011,4,14
226,1246,1294,2011,4,15
227,1246,1214,2011,4,16
228,1246,1338,2011,4,1
229,1246,1196,2011,4,2
230,1246,1140,2011,4,3
231,1246,1458,2011,4,4
232,1246,1243,2011,4,5
233,1246,1385,2011,4,6
234,1246,1417,2011,4,7
235,1246,1139,2011,4,8
236,1246,1330,2011,4,9
237,1246,1277,2011,4,10
238,1246,1211,2011,4,11
239,1246,1429,2011,4,12
240,1246,1125,2011,4,13
241,1246,1459,2011,4,14
242,1246,1364,2011,4,15
243,1246,1114,2011,4,16
244,1246,1421,2011,4,16
245,1246,1242,2011,4,1
246,1246,1323,2011,4,2
247,1246,1345,2011,4,3
248,1246,1257,2011,4,4
249,1246,1435,2011,4,5
250,1246,1207,2011,4,6
251,1246,1401,2011,4,7
252,1246,1424,2011,4,8
253,1246,1228,2011,4,9
254,1246,1199,2011,4,10
255,1246,1425,2011,4,11
256,1246,1433,2011,4,11
257,1246,1350,2011,4,12
258,1246,1287,2011,4,13
259,1246,1389,2011,4,14
260,1246,1103,2011,4,15
261,1246,1131,2011,4,16
262,1452,1462,2011,5,6
263,1452,1449,2011,5,7
264,1452,1206,2011,5,8
265,1452,1437,2011,5,9
266,1452,1208,2011,5,10
267,1452,1266,2011,5,11
268,1452,1155,2011,5,12
269,1452,1412,2011,5,12
270,1452,1343,2011,5,13
271,1452,1232,2011,5,14
272,1452,1254,2011,5,15
273,1452,1106,2011,5,16
274,1452,1427,2011,5,16
275,1452,1181,2011,5,1
276,1452,1361,2011,5,2
277,1452,1163,2011,5,3
278,1452,1400,2011,5,4
279,1452,1112,2011,5,5
280,1452,1153,2011,5,6
281,1452,1396,2011,5,7
282,1452,1276,2011,5,8
283,1452,1397,2011,5,9
284,1452,1336,2011,5,10
285,1452,1281,2011,5,11
286,1452,1272,2011,5,12
287,1452,1324,2011,5,13
288,1452,1137,2011,5,14
289,1452,1294,2011,5,15
290,1452,1214,2011,5,16
291,1452,1338,2011,5,1
292,1452,1196,2011,5,2
293,1452,1140,2011,5,3
294,1452,1458,2011,5,4
295,1452,1243,2011,5,5
296,1452,1385,2011,5,6
297,1452,1417,2011,5,7
298,1452,1139,2011,5,8
299,1452,1330,2011,5,9
300,1452,1277,2011,5,10
301,1452,1211,2011,5,11
302,1452,1429,2011,5,12
303,1452,1125,2011,5,13
304,1452,1459,2011,5,14
305,1452,1364,2011,5,15
306,1452,1114,2011,5,16
307,1452,1421,2011,5,16
308,1452,1242,2011,5,1
309,1452,1323,2011,5,2
310,1452,1345,2011,5,3
311,1452,1257,2011,5,4
312,1452,1435,2011,5,5
313,1452,1207,2011,5,6
314,1452,1401,2011,5,7
315,1452,1424,2011,5,8
316,1452,1228,2011,5,9
317,1452,1199,2011,5,10
318,1452,1425,2011,5,11
319,1452,1433,2011,5,11
320,1452,1350,2011,5,12
321,1452,1287,2011,5,13
322,1452,1389,2011,5,14
323,1452,1103,2011,5,15
324,1452,1131,2011,5,16
325,1462,1449,2011,6,7
326,1462,1206,2011,6,8
327,1462,1437,2011,6,9
328,1462,1208,2011,6,10
329,1462,1266,2011,6,11
330,1462,1155,2011,6,12
331,1462,1412,2011,6,12
332,1462,1343,2011,6,13
333,1462,1232,2011,6,14
334,1462,1254,2011,6,15
335,1462,1106,2011,6,16
336,1462,1427,2011,6,16
337,1462,1181,2011,6,1
338,1462,1361,2011,6,2
339,1462,1163,2011,6,3
340,1462,1400,2011,6,4
341,1462,1112,2011,6,5
342,1462,1153,2011,6,6
343,1462,1396,2011,6,7
344,1462,1276,2011,6,8
345,1462,1397,2011,6,9
346,1462,1336,2011,6,10
347,1462,1281,2011,6,11
348,1462,1272,2011,6,12
349,1462,1324,2011,6,13
350,1462,1137,2011,6,14
351,1462,1294,2011,6,15
352,1462,1214,2011,6,16
353,1462,1338,2011,6,1
354,1462,1196,2011,6,2
355,1462,1140,2011,6,3
356,1462,1458,2011,6,4
357,1462,1243,2011,6,5
358,1462,1385,2011,6,6
359,1462,1417,2011,6,7
360,1462,1139,2011,6,8
361,1462,1330,2011,6,9
362,1462,1277,2011,6,10
363,1462,1211,2011,6,11
364,1462,1429,2011,6,12
365,1462,1125,2011,6,13
366,1462,1459,2011,6,14
367,1462,1364,2011,6,15
368,1462,1114,2011,6,16
369,1462,1421,2011,6,16
370,1462,1242,2011,6,1
371,1462,1323,2011,6,2
372,1462,1345,2011,6,3
373,1462,1257,2011,6,4
374,1462,1435,2011,6,5
375,1462,1207,2011,6,6
376,1462,1401,2011,6,7
377,1462,1424,2011,6,8
378,1462,1228,2011,6,9
379,1462,1199,2011,6,10
380,1462,1425,2011,6,11
381,1462,1433,2011,6,11
382,1462,1350,2011,6,12
383,1462,1287,2011,6,13
384,1462,1389,2011,6,14
385,1462,1103,2011,6,15
386,1462,1131,2011,6,16
387,1449,1206,2011,7,8
388,1449,1437,2011,7,9
389,1449,1208,2011,7,10
390,1449,1266,2011,7,11
391,1449,1155,2011,7,12
392,1449,1412,2011,7,12
393,1449,1343,2011,7,13
394,1449,1232,2011,7,14
395,1449,1254,2011,7,15
396,1449,1106,2011,7,16
397,1449,1427,2011,7,16
398,1449,1181,2011,7,1
399,1449,1361,2011,7,2
400,1449,1163,2011,7,3
401,1449,1400,2011,7,4
402,1449,1112,2011,7,5
403,1449,1153,2011,7,6
404,1449,1396,2011,7,7
405,1449,1276,2011,7,8
406,1449,1397,2011,7,9
407,1449,1336,2011,7,10
408,1449,1281,2011,7,11
409,1449,1272,2011,7,12
410,1449,1324,2011,7,13
411,1449,1137,2011,7,14
412,1449,1294,2011,7,15
413,1449,1214,2011,7,16
414,1449,1338,2011,7,1
415,1449,1196,2011,7,2
416,1449,1140,2011,7,3
417,1449,1458,2011,7,4
418,1449,1243,2011,7,5
419,1449,1385,2011,7,6
420,1449,1417,2011,7,7
421,1449,1139,2011,7,8
422,1449,1330,2011,7,9
423,1449,1277,2011,7,10
424,1449,1211,2011,7,11
425,1449,1429,2011,7,12
426,1449,1125,2011,7,13
427,1449,1459,2011,7,14
428,1449,1364,2011,7,15
429,1449,1114,2011,7,16
430,1449,1421,2011,7,16
431,1449,1242,2011,7,1
432,1449,1323,2011,7,2
433,1449,1345,2011,7,3
434,1449,1257,2011,7,4
435,1449,1435,2011,7,5
436,1449,1207,2011,7,6
437,1449,1401,2011,7,7
438,1449,1424,2011,7,8
439,1449,1228,2011,7,9
440,1449,1199,2011,7,10
441,1449,1425,2011,7,11
442,1449,1433,2011,7,11
443,1449,1350,2011,7,12
444,1449,1287,2011,7,13
445,1449,1389,2011,7,14
446,1449,1103,2011,7,15
447,1449,1131,2011,7,16
448,1206,1437,2011,8,9
449,1206,1208,2011,8,10
450,1206,1266,2011,8,11
451,1206,1155,2011,8,12
452,1206,1412,2011,8,12
453,1206,1343,2011,8,13
454,1206,1232,2011,8,14
455,1206,1254,2011,8,15
456,1206,1106,2011,8,16
457,1206,1427,2011,8,16
458,1206,1181,2011,8,1
459,1206,1361,2011,8,2
460,1206,1163,2011,8,3
461,1206,1400,2011,8,4
462,1206,1112,2011,8,5
463,1206,1153,2011,8,6
464,1206,1396,2011,8,7
465,1206,1276,2011,8,8
466,1206,1397,2011,8,9
467,1206,1336,2011,8,10
468,1206,1281,2011,8,11
469,1206,1272,2011,8,12
470,1206,1324,2011,8,13
471,1206,1137,2011,8,14
472,1206,1294,2011,8,15
473,1206,1214,2011,8,16
474,1206,1338,2011,8,1
475,1206,1196,2011,8,2
476,1206,1140,2011,8,3
477,1206,1458,2011,8,4
478,1206,1243,2011,8,5
479,1206,1385,2011,8,6
480,1206,1417,2011,8,7
481,1206,1139,2011,8,8
482,1206,1330,2011,8,9
483,1206,1277,2011,8,10
484,1206,1211,2011,8,11
485,1206,1429,2011,8,12
486,1206,1125,2011,8,13
487,1206,1459,2011,8,14
488,1206,1364,2011,8,15
489,1206,1114,2011,8,16
490,1206,1421,2011,8,16
491,1206,1242,2011,8,1
492,1206,1323,2011,8,2
493,1206,1345,2011,8,3
494,1206,1257,2011,8,4
495,1206,1435,2011,8,5
496,1206,1207,2011,8,6
497,1206,1401,2011,8,7
498,1206,1424,2011,8,8
499,1206,1228,2011,8,9
500,1206,1199,2011,8,10
501,1206,1425,2011,8,11
502,1206,1433,2011,8,11
503,1206,1350,2011,8,12
504,1206,1287,2011,8,13
505,1206,1389,2011,8,14
506,1206,1103,2011,8,15
507,1206,1131,2011,8,16
508,1437,1208,2011,9,10
509,1437,1266,2011,9,11
510,1437,1155,2011,9,12
511,1437,1412,2011,9,12
512,1437,1343,2011,9,13
513,1437,1232,2011,9,14
514,1437,1254,2011,9,15
515,1437,1106,2011,9,16
516,1437,1427,2011,9,16
517,1437,1181,2011,9,1
518,1437,1361,2011,9,2
519,1437,1163,2011,9,3
520,1437,1400,2011,9,4
521,1437,1112,2011,9,5
522,1437,1153,2011,9,6
523,1437,1396,2011,9,7
524,1437,1276,2011,9,8
525,1437,1397,2011,9,9
526,1437,1336,2011,9,10
527,1437,1281,2011,9,11
528,1437,1272,2011,9,12
529,1437,1324,2011,9,13
530,1437,1137,2011,9,14
531,1437,1294,2011,9,15
532,1437,1214,2011,9,16
533,1437,1338,2011,9,1
534,1437,1196,2011,9,2
535,1437,1140,2011,9,3
536,1437,1458,2011,9,4
537,1437,1243,2011,9,5
538,1437,1385,2011,9,6
539,1437,1417,2011,9,7
540,1437,1139,2011,9,8
541,1437,1330,2011,9,9
542,1437,1277,2011,9,10
543,1437,1211,2011,9,11
544,1437,1429,2011,9,12
545,1437,1125,2011,9,13
546,1437,1459,2011,9,14
547,1437,1364,2011,9,15
548,1437,1114,2011,9,16
549,1437,1421,2011,9,16
550,1437,1242,2011,9,1
551,1437,1323,2011,9,2
552,1437,1345,2011,9,3
553,1437,1257,2011,9,4
554,1437,1435,2011,9,5
555,1437,1207,2011,9,6
556,1437,1401,2011,9,7
557,1437,1424,2011,9,8
558,1437,1228,2011,9,9
559,1437,1199,2011,9,10
560,1437,1425,2011,9,11
561,1437,1433,2011,9,11
562,1437,1350,2011,9,12
563,1437,1287,2011,9,13
564,1437,1389,2011,9,14
565,1437,1103,2011,9,15
566,1437,1131,2011,9,16
567,1208,1266,2011,10,11
568,1208,1155,2011,10,12
569,1208,1412,2011,10,12
570,1208,1343,2011,10,13
571,1208,1232,2011,10,14
572,1208,1254,2011,10,15
573,1208,1106,2011,10,16
574,1208,1427,2011,10,16
575,1208,1181,2011,10,1
576,1208,1361,2011,10,2
577,1208,1163,2011,10,3
578,1208,1400,2011,10,4
579,1208,1112,2011,10,5
580,1208,1153,2011,10,6
581,1208,1396,2011,10,7
582,1208,1276,2011,10,8
583,1208,1397,2011,10,9
584,1208,1336,2011,10,10
585,1208,1281,2011,10,11
586,1208,1272,2011,10,12
587,1208,1324,2011,10,13
588,1208,1137,2011,10,14
589,1208,1294,2011,10,15
590,1208,1214,2011,10,16
591,1208,1338,2011,10,1
592,1208,1196,2011,10,2
593,1208,1140,2011,10,3
594,1208,1458,2011,10,4
595,1208,1243,2011,10,5
596,1208,1385,2011,10,6
597,1208,1417,2011,10,7
598,1208,1139,2011,10,8
599,1208,1330,2011,10,9
600,1208,1277,2011,10,10
601,1208,1211,2011,10,11
602,1208,1429,2011,10,12
603,1208,1125,2011,10,13
604,1208,1459,2011,10,14
605,1208,1364,2011,10,15
606,1208,1114,2011,10,16
607,1208,1421,2011,10,16
608,1208,1242,2011,10,1
609,1208,1323,2011,10,2
610,1208,1345,2011,10,3
611,1208,1257,2011,10,4
612,1208,1435,2011,10,5
613,1208,1207,2011,10,6
614,1208,1401,2011,10,7
615,1208,1424,2011,10,8
616,1208,1228,2011,10,9
617,1208,1199,2011,10,10
618,1208,1425,2011,10,11
619,1208,1433,2011,10,11
620,1208,1350,2011,10,12
621,1208,1287,2011,10,13
622,1208,1389,2011,10,14
623,1208,1103,2011,10,15
624,1208,1131,2011,10,16
625,1266,1155,2011,11,12
626,1266,1412,2011,11,12
627,1266,1343,2011,11,13
628,1266,1232,2011,11,14
629,1266,1254,2011,11,15
630,1266,1106,2011,11,16
631,1266,1427,2011,11,16
632,1266,1181,2011,11,1
633,1266,1361,2011,11,2
634,1266,1163,2011,11,3
635,1266,1400,2011,11,4
636,1266,1112,2011,11,5
637,1266,1153,2011,11,6
638,1266,1396,2011,11,7
639,1266,1276,2011,11,8
640,1266,1397,2011,11,9
641,1266,1336,2011,11,10
642,1266,1281,2011,11,11
643,1266,1272,2011,11,12
644,1266,1324,2011,11,13
645,1266,1137,2011,11,14
646,1266,1294,2011,11,15
647,1266,1214,2011,11,16
648,1266,1338,2011,11,1
649,1266,1196,2011,11,2
650,1266,1140,2011,11,3
651,1266,1458,2011,11,4
652,1266,1243,2011,11,5
653,1266,1385,2011,11,6
654,1266,1417,2011,11,7
655,1266,1139,2011,11,8
656,1266,1330,2011,11,9
657,1266,1277,2011,11,10
658,1266,1211,2011,11,11
659,1266,1429,2011,11,12
660,1266,1125,2011,11,13
661,1266,1459,2011,11,14
662,1266,1364,2011,11,15
663,1266,1114,2011,11,16
664,1266,1421,2011,11,16
665,1266,1242,2011,11,1
666,1266,1323,2011,11,2
667,1266,1345,2011,11,3
668,1266,1257,2011,11,4
669,1266,1435,2011,11,5
670,1266,1207,2011,11,6
671,1266,1401,2011,11,7
672,1266,1424,2011,11,8
673,1266,1228,2011,11,9
674,1266,1199,2011,11,10
675,1266,1425,2011,11,11
676,1266,1433,2011,11,11
677,1266,1350,2011,11,12
678,1266,1287,2011,11,13
679,1266,1389,2011,11,14
680,1266,1103,2011,11,15
681,1266,1131,2011,11,16
682,1155,1412,2011,12,12
683,1155,1343,2011,12,13
684,1155,1232,2011,12,14
685,1155,1254,2011,12,15
686,1155,1106,2011,12,16
687,1155,1427,2011,12,16
688,1155,1181,2011,12,1
689,1155,1361,2011,12,2
690,1155,1163,2011,12,3
691,1155,1400,2011,12,4
692,1155,1112,2011,12,5
693,1155,1153,2011,12,6
694,1155,1396,2011,12,7
695,1155,1276,2011,12,8
696,1155,1397,2011,12,9
697,1155,1336,2011,12,10
698,1155,1281,2011,12,11
699,1155,1272,2011,12,12
700,1155,1324,2011,12,13
701,1155,1137,2011,12,14
702,1155,1294,2011,12,15
703,1155,1214,2011,12,16
704,1155,1338,2011,12,1
705,1155,1196,2011,12,2
706,1155,1140,2011,12,3
707,1155,1458,2011,12,4
708,1155,1243,2011,12,5
709,1155,1385,2011,12,6
710,1155,1417,2011,12,7
711,1155,1139,2011,12,8
712,1155,1330,2011,12,9
713,1155,1277,2011,12,10
714,1155,1211,2011,12,11
715,1155,1429,2011,12,12
716,1155,1125,2011,12,13
717,1155,1459,2011,12,14
718,1155,1364,2011,12,15
719,1155,1114,2011,12,16
720,1155,1421,2011,12,16
721,1155,1242,2011,12,1
722,1155,1323,2011,12,2
723,1155,1345,2011,12,3
724,1155,1257,2011,12,4
725,1155,1435,2011,12,5
726,1155,1207,2011,12,6
727,1155,1401,2011,12,7
728,1155,1424,2011,12,8
729,1155,1228,2011,12,9
730,1155,1199,2011,12,10
731,1155,1425,2011,12,11
732,1155,1433,2011,12,11
733,1155,1350,2011,12,12
734,1155,1287,2011,12,13
735,1155,1389,2011,12,14
736,1155,1103,2011,12,15
737,1155,1131,2011,12,16
738,1412,1343,2011,12,13
739,1412,1232,2011,12,14
740,1412,1254,2011,12,15
741,1412,1106,2011,12,16
742,1412,1427,2011,12,16
743,1412,1181,2011,12,1
744,1412,1361,2011,12,2
745,1412,1163,2011,12,3
746,1412,1400,2011,12,4
747,1412,1112,2011,12,5
748,1412,1153,2011,12,6
749,1412,1396,2011,12,7
750,1412,1276,2011,12,8
751,1412,1397,2011,12,9
752,1412,1336,2011,12,10
753,1412,1281,2011,12,11
754,1412,1272,2011,12,12
755,1412,1324,2011,12,13
756,1412,1137,2011,12,14
757,1412,1294,2011,12,15
758,1412,1214,2011,12,16
759,1412,1338,2011,12,1
760,1412,1196,2011,12,2
761,1412,1140,2011,12,3
762,1412,1458,2011,12,4
763,1412,1243,2011,12,5
764,1412,1385,2011,12,6
765,1412,1417,2011,12,7
766,1412,1139,2011,12,8
767,1412,1330,2011,12,9
768,1412,1277,2011,12,10
769,1412,1211,2011,12,11
770,1412,1429,2011,12,12
771,1412,1125,2011,12,13
772,1412,1459,2011,12,14
773,1412,1364,2011,12,15
774,1412,1114,2011,12,16
775,1412,1421,2011,12,16
776,1412,1242,2011,12,1
777,1412,1323,2011,12,2
778,1412,1345,2011,12,3
779,1412,1257,2011,12,4
780,1412,1435,2011,12,5
781,1412,1207,2011,12,6
782,1412,1401,2011,12,7
783,1412,1424,2011,12,8
784,1412,1228,2011,12,9
785,1412,1199,2011,12,10
786,1412,1425,2011,12,11
787,1412,1433,2011,12,11
788,1412,1350,2011,12,12
789,1412,1287,2011,12,13
790,1412,1389,2011,12,14
791,1412,1103,2011,12,15
792,1412,1131,2011,12,16
793,1343,1232,2011,13,14
794,1343,1254,2011,13,15
795,1343,1106,2011,13,16
796,1343,1427,2011,13,16
797,1343,1181,2011,13,1
798,1343,1361,2011,13,2
799,1343,1163,2011,13,3
800,1343,1400,2011,13,4
801,1343,1112,2011,13,5
802,1343,1153,2011,13,6
803,1343,1396,2011,13,7
804,1343,1276,2011,13,8
805,1343,1397,2011,13,9
806,1343,1336,2011,13,10
807,1343,1281,2011,13,11
808,1343,1272,2011,13,12
809,1343,1324,2011,13,13
810,1343,1137,2011,13,14
811,1343,1294,2011,13,15
812,1343,1214,2011,13,16
813,1343,1338,2011,13,1
814,1343,1196,2011,13,2
815,1343,1140,2011,13,3
816,1343,1458,2011,13,4
817,1343,1243,2011,13,5
818,1343,1385,2011,13,6
819,1343,1417,2011,13,7
820,1343,1139,2011,13,8
821,1343,1330,2011,13,9
822,1343,1277,2011,13,10
823,1343,1211,2011,13,11
824,1343,1429,2011,13,12
825,1343,1125,2011,13,13
826,1343,1459,2011,13,14
827,1343,1364,2011,13,15
828,1343,1114,2011,13,16
829,1343,1421,2011,13,16
830,1343,1242,2011,13,1
831,1343,1323,2011,13,2
832,1343,1345,2011,13,3
833,1343,1257,2011,13,4
834,1343,1435,2011,13,5
835,1343,1207,2011,13,6
836,1343,1401,2011,13,7
837,1343,1424,2011,13,8
838,1343,1228,2011,13,9
839,1343,1199,2011,13,10
840,1343,1425,2011,13,11
841,1343,1433,2011,13,11
842,1343,1350,2011,13,12
843,1343,1287,2011,13,13
844,1343,1389,2011,13,14
845,1343,1103,2011,13,15
846,1343,1131,2011,13,16
847,1232,1254,2011,14,15
848,1232,1106,2011,14,16
849,1232,1427,2011,14,16
850,1232,1181,2011,14,1
851,1232,1361,2011,14,2
852,1232,1163,2011,14,3
853,1232,1400,2011,14,4
854,1232,1112,2011,14,5
855,1232,1153,2011,14,6
856,1232,1396,2011,14,7
857,1232,1276,2011,14,8
858,1232,1397,2011,14,9
859,1232,1336,2011,14,10
860,1232,1281,2011,14,11
861,1232,1272,2011,14,12
862,1232,1324,2011,14,13
863,1232,1137,2011,14,14
864,1232,1294,2011,14,15
865,1232,1214,2011,14,16
866,1232,1338,2011,14,1
867,1232,1196,2011,14,2
868,1232,1140,2011,14,3
869,1232,1458,2011,14,4
870,1232,1243,2011,14,5
871,1232,1385,2011,14,6
872,1232,1417,2011,14,7
873,1232,1139,2011,14,8
874,1232,1330,2011,14,9
875,1232,1277,2011,14,10
876,1232,1211,2011,14,11
877,1232,1429,2011,14,12
878,1232,1125,2011,14,13
879,1232,1459,2011,14,14
880,1232,1364,2011,14,15
881,1232,1114,2011,14,16
882,1232,1421,2011,14,16
883,1232,1242,2011,14,1
884,1232,1323,2011,14,2
885,1232,1345,2011,14,3
886,1232,1257,2011,14,4
887,1232,1435,2011,14,5
888,1232,1207,2011,14,6
889,1232,1401,2011,14,7
890,1232,1424,2011,14,8
891,1232,1228,2011,14,9
892,1232,1199,2011,14,10
893,1232,1425,2011,14,11
894,1232,1433,2011,14,11
895,1232,1350,2011,14,12
896,1232,1287,2011,14,13
897,1232,1389,2011,14,14
898,1232,1103,2011,14,15
899,1232,1131,2011,14,16
900,1254,1106,2011,15,16
901,1254,1427,2011,15,16
902,1254,1181,2011,15,1
903,1254,1361,2011,15,2
904,1254,1163,2011,15,3
905,1254,1400,2011,15,4
906,1254,1112,2011,15,5
907,1254,1153,2011,15,6
908,1254,1396,2011,15,7
909,1254,1276,2011,15,8
910,1254,1397,2011,15,9
911,1254,1336,2011,15,10
912,1254,1281,2011,15,11
913,1254,1272,2011,15,12
914,1254,1324,2011,15,13
915,1254,1137,2011,15,14
916,1254,1294,2011,15,15
917,1254,1214,2011,15,16
918,1254,1338,2011,15,1
919,1254,1196,2011,15,2
920,1254,1140,2011,15,3
921,1254,1458,2011,15,4
922,1254,1243,2011,15,5
923,1254,1385,2011,15,6
924,1254,1417,2011,15,7
925,1254,1139,2011,15,8
926,1254,1330,2011,15,9
927,1254,1277,2011,15,10
928,1254,1211,2011,15,11
929,1254,1429,2011,15,12
