Team,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
Boise St,2012,67.4137931,0.034482759,23.06896552,54.89655172,7.620689655,22.27586207,13.65517241,19.75862069,10.96551724,22.62068966,11.44827586,12.13793103,5.827586207,1.827586207,18.06896552,0.379310345,0.413793103,0.586206897,29
Boston College,2012,59.12903226,0.096774194,20.29032258,49.77419355,7.258064516,21.41935484,11.29032258,16.77419355,7.161290323,22.64516129,11.5483871,14.64516129,4.935483871,2.870967742,15.80645161,-9.419354839,0.290322581,0.709677419,31
Boston Univ,2012,63.90625,0.03125,22.65625,53.65625,6.3125,19.8125,12.28125,18.21875,11.0625,23.65625,11.59375,13.5625,5.84375,3.0625,16.78125,0.34375,0.5,0.5,32
Bowling Green,2012,65.63333333,0.033333333,25.2,55.83333333,5,14.36666667,10.23333333,15.03333333,11.6,21.73333333,13.33333333,13.53333333,7.733333333,2.933333333,16.96666667,1.766666667,0.5,0.5,30
Bradley,2012,61.09375,0,21.53125,53.75,4.71875,15.71875,13.3125,19.53125,9.4375,23.5,10.71875,13.6875,6.375,3.09375,17.1875,-9.40625,0.21875,0.78125,32
Brown,2012,60.7,0,21.8,54.26666667,7.566666667,21.06666667,9.533333333,15.36666667,8.933333333,23.1,13.03333333,12.4,5.066666667,2.4,16.06666667,-8.9,0.233333333,0.766666667,30
Bryant,2012,61.73333333,0.033333333,21.86666667,54.2,6.966666667,23,11.03333333,16,9.766666667,21.7,12.53333333,14.7,4.433333333,2.133333333,18.4,-13.63333333,0.066666667,0.933333333,30
Bucknell,2012,68.46875,0,23.875,51.5625,5.4375,14.125,15.28125,19.78125,8.96875,26.1875,13.40625,11.65625,4.34375,3.09375,16.84375,6.96875,0.71875,0.28125,32
Buffalo,2012,71.32142857,0.035714286,25.14285714,54.57142857,6.5,18.92857143,14.53571429,21.78571429,11.53571429,27.82142857,16.07142857,15.21428571,5.392857143,5.214285714,17.89285714,3.964285714,0.642857143,0.357142857,28
Butler,2012,62.24242424,0.060606061,21.84848485,53.45454545,4.696969697,17.36363636,13.84848485,21.54545455,12,22.75757576,11.81818182,13.24242424,6.393939394,3.242424242,19.36363636,1.242424242,0.575757576,0.424242424,33
C Michigan,2012,61.77419355,0.064516129,21.93548387,55.41935484,6.322580645,18.93548387,11.58064516,18.16129032,11.61290323,21.03225806,10.22580645,12.16129032,6.580645161,3.193548387,19.77419355,-5.129032258,0.322580645,0.677419355,31
CS Bakersfield,2012,68.17241379,0.034482759,24.62068966,54.31034483,6.24137931,17.20689655,12.68965517,18.55172414,11.37931034,20.03448276,14.06896552,14.86206897,7.620689655,3.379310345,19.82758621,-2.103448276,0.517241379,0.482758621,29
CS Fullerton,2012,76.21428571,0,26.10714286,55.5,8.571428571,21,15.42857143,21.96428571,11.78571429,24.32142857,14.67857143,15.21428571,5.321428571,2.821428571,19.42857143,4.607142857,0.678571429,0.321428571,28
CS Northridge,2012,65.92307692,0.038461538,21.92307692,58.26923077,5.923076923,19.5,16.15384615,21.46153846,13.38461538,20.5,12.34615385,13.80769231,5.923076923,2.384615385,22.19230769,-10.03846154,0.192307692,0.807692308,26
CS Sacramento,2012,66.88461538,0,23.80769231,52.61538462,5.653846154,16.11538462,13.61538462,19.76923077,9.653846154,23.11538462,13.96153846,13.69230769,4.615384615,2.076923077,19.11538462,-3.961538462,0.307692308,0.692307692,26
Cal Poly SLO,2012,63.80645161,0,23,54,6.806451613,19.4516129,11,15.64516129,12.09677419,21.83870968,12.4516129,10.83870968,5.516129032,1.451612903,18.29032258,3.193548387,0.516129032,0.483870968,31
California,2012,71.66666667,0,26.42424242,55.15151515,4.636363636,12.60606061,14.18181818,19,9.96969697,24.90909091,16.06060606,12.24242424,4.787878788,3.151515152,14.39393939,9.878787879,0.727272727,0.272727273,33
Campbell,2012,73.12903226,0.032258065,26.06451613,54.19354839,5.161290323,13.90322581,15.83870968,23.83870968,10.25806452,24.93548387,15.12903226,14.4516129,5.935483871,5.161290323,20.4516129,-1.258064516,0.516129032,0.483870968,31
Canisius,2012,65.5,0.066666667,23.46666667,57.7,6.366666667,19.33333333,12.2,16.76666667,12.36666667,22.4,10.9,14.73333333,6.4,2.533333333,17.96666667,-10.2,0.166666667,0.833333333,30
Cent Arkansas,2012,69.03846154,0.115384615,26.34615385,63.73076923,5.307692308,17.07692308,11.03846154,19.65384615,13.53846154,22.15384615,14.19230769,15.11538462,7.769230769,2.884615385,20.42307692,-12.42307692,0.230769231,0.769230769,26
Central Conn,2012,69.96551724,0.103448276,24.72413793,58.24137931,6.206896552,18.06896552,14.31034483,18.86206897,11.89655172,21.72413793,13.55172414,14.62068966,8.103448276,3.551724138,18.65517241,-0.310344828,0.448275862,0.551724138,29
Charleston So,2012,75.35714286,0.035714286,26.17857143,60,8.214285714,22.07142857,14.78571429,21.17857143,12.39285714,22.89285714,12.64285714,13.25,8.107142857,2.607142857,18.35714286,2.142857143,0.571428571,0.428571429,28
Charlotte,2012,67,0.066666667,23.1,56.13333333,6.4,19.66666667,14.4,21.86666667,11.13333333,24.66666667,13.06666667,14.03333333,8.1,2.833333333,18.26666667,-1.866666667,0.433333333,0.566666667,30
Chattanooga,2012,68.24137931,0.103448276,23.13793103,57.68965517,7.172413793,22.44827586,14.79310345,21.55172414,11.75862069,26.93103448,13.4137931,13.75862069,5.379310345,1,17.62068966,-3.448275862,0.275862069,0.724137931,29
Chicago St,2012,62.07142857,0.035714286,22.78571429,57.78571429,5.142857143,17.53571429,11.35714286,17.5,11.35714286,23.67857143,10.5,17.14285714,7.142857143,3.214285714,21.07142857,-16.17857143,0.107142857,0.892857143,28
Cincinnati,2012,68.5,0.117647059,25.05882353,59.67647059,7.147058824,20.85294118,11.23529412,17.52941176,13.5,22.70588235,12.97058824,10.58823529,8.117647059,4.588235294,15.14705882,7.323529412,0.705882353,0.294117647,34
Citadel,2012,62.03571429,0.142857143,22.67857143,52.92857143,5.214285714,15.92857143,11.46428571,17.60714286,9.607142857,22.21428571,12.85714286,14.75,5.75,1.607142857,16.5,-10.82142857,0.142857143,0.857142857,28
Clemson,2012,64.5483871,0.064516129,23.74193548,54.87096774,5.516129032,17.16129032,11.5483871,17.22580645,11.12903226,21.70967742,12.64516129,12.09677419,7.451612903,3.774193548,16.09677419,3.903225806,0.516129032,0.483870968,31
Cleveland St,2012,65.35483871,0,24.03225806,53.64516129,6.580645161,18.03225806,10.70967742,14.83870968,10.80645161,20.93548387,13.5483871,13.70967742,8.322580645,3.193548387,20.64516129,5.677419355,0.677419355,0.322580645,31
Coastal Car,2012,69.57692308,0.076923077,26.38461538,55.88461538,4.807692308,14.07692308,12,17.53846154,11,25.69230769,12.23076923,13.65384615,6,3.615384615,17.42307692,2.076923077,0.576923077,0.423076923,26
Col Charleston,2012,70.67741935,0.129032258,24.32258065,57.06451613,7.903225806,23.38709677,14.12903226,22.03225806,11.12903226,24.70967742,11.93548387,13.25806452,7.387096774,3.709677419,16.03225806,2.387096774,0.612903226,0.387096774,31
Colgate,2012,63.1,0.066666667,22,51.06666667,6.6,17.16666667,12.5,18.13333333,8.333333333,24.33333333,12.1,14.63333333,3.7,2.266666667,19.06666667,-10.53333333,0.266666667,0.733333333,30
Colorado,2012,66.28125,0.03125,22.71875,51.6875,5.5625,16.3125,15.28125,22.25,9.5625,25.25,11.375,12.5625,5.875,3.25,17.09375,2.71875,0.65625,0.34375,32
Colorado St,2012,71.03225806,0.096774194,24.12903226,50.74193548,6,14.80645161,16.77419355,21.80645161,8.193548387,23.12903226,12.32258065,12.4516129,5.35483871,1.903225806,18.83870968,2.677419355,0.64516129,0.35483871,31
Columbia,2012,63.32142857,0.071428571,22.17857143,52.07142857,6.464285714,17.82142857,12.5,16.75,9.25,23.82142857,11.89285714,12.46428571,5.857142857,2.285714286,17.17857143,0.285714286,0.464285714,0.535714286,28
Connecticut,2012,68.84848485,0.090909091,25.36363636,55.87878788,5.393939394,16.3030303,12.72727273,19.24242424,12.33333333,25.51515152,13.60606061,12.54545455,5.818181818,6.909090909,14.39393939,4.727272727,0.606060606,0.393939394,33
Coppin St,2012,74.18518519,0.037037037,25.37037037,58.14814815,9.740740741,26.51851852,13.7037037,19.59259259,10.74074074,23.88888889,14.88888889,13.11111111,5.407407407,1.851851852,16.74074074,-2.62962963,0.407407407,0.592592593,27
Cornell,2012,65,0.148148148,22.51851852,55.66666667,7.666666667,22.74074074,12.2962963,17.85185185,9.148148148,23.40740741,13.22222222,13.44444444,7.777777778,2.888888889,20,-3.074074074,0.407407407,0.592592593,27
Creighton,2012,80.03030303,0.060606061,28.03030303,55.06060606,8.181818182,19.27272727,15.78787879,21.57575758,9.515151515,26.63636364,17.90909091,12.27272727,4.787878788,2.303030303,17.06060606,10.48484848,0.848484848,0.151515152,33
Dartmouth,2012,57.34482759,0.034482759,19.68965517,50.24137931,5.103448276,15.4137931,12.86206897,18.13793103,9.068965517,23,9.586206897,13.65517241,5.413793103,2.413793103,18.51724138,-6.517241379,0.137931034,0.862068966,29
Davidson,2012,77.35483871,0.064516129,26.48387097,59.12903226,7.741935484,22.74193548,16.64516129,21.70967742,12.29032258,26.22580645,13.5483871,11.90322581,5.419354839,3.451612903,20.4516129,9.451612903,0.774193548,0.225806452,31
Dayton,2012,71.6875,0.125,24.625,56.0625,7.75,22.5,14.6875,18.90625,12.21875,23.46875,14.4375,13.15625,5.34375,2.78125,18.8125,4.59375,0.625,0.375,32
DePaul,2012,74.12903226,0.032258065,27.64516129,63.09677419,7.225806452,21.58064516,11.61290323,16.67741935,12.06451613,21,15.29032258,13.35483871,7.903225806,4.064516129,20.5483871,-2.580645161,0.387096774,0.612903226,31
Delaware,2012,69.29032258,0.161290323,23.4516129,55.16129032,5.387096774,17.22580645,17,23.51612903,10.32258065,27.09677419,9.548387097,12.74193548,4.64516129,4.935483871,17.70967742,1.129032258,0.580645161,0.419354839,31
Delaware St,2012,63.96296296,0.185185185,22.92592593,54.37037037,6.074074074,17.66666667,12.03703704,17.18518519,10.40740741,19.59259259,11.14814815,10.40740741,7.407407407,6.62962963,16.18518519,-1.296296296,0.481481481,0.518518519,27
Denver,2012,68.12903226,0.096774194,23.48387097,48.16129032,8.225806452,20.64516129,12.93548387,16.96774194,6.35483871,20.09677419,15.61290323,12.09677419,7.193548387,4.419354839,18.19354839,7.612903226,0.709677419,0.290322581,31
Detroit,2012,70.87878788,0.03030303,24.3030303,54.66666667,4.454545455,15.06060606,17.81818182,24.06060606,11.72727273,21.57575758,12.57575758,12.75757576,7.303030303,4.484848485,19.27272727,2.939393939,0.606060606,0.393939394,33
Drake,2012,66.38709677,0.129032258,23.12903226,52.5483871,6.161290323,17.35483871,13.96774194,21.58064516,8.387096774,24.25806452,10.48387097,13.09677419,6.741935484,3,20.16129032,-0.548387097,0.516129032,0.483870968,31
Drexel,2012,64.66666667,0,21.87878788,50.3030303,6.121212121,16.27272727,14.78787879,19.75757576,10.48484848,25.03030303,12.36363636,11.66666667,4.878787879,3.303030303,17.84848485,9.242424242,0.818181818,0.181818182,33
Duke,2012,77.51515152,0.060606061,25.75757576,56.27272727,8.121212121,21.60606061,17.87878788,25.48484848,11.90909091,24.66666667,12.45454545,12.18181818,6.242424242,4.03030303,18.18181818,9.060606061,0.818181818,0.181818182,33
Duquesne,2012,71.83333333,0.033333333,25.7,57.4,6.466666667,19.13333333,13.96666667,21.03333333,10.43333333,20.16666667,15.1,11.96666667,7.433333333,3.566666667,17.53333333,0.133333333,0.5,0.5,30
E Illinois,2012,63.92592593,0.111111111,23.14814815,54.11111111,4.925925926,14.62962963,12.7037037,16.66666667,10.37037037,21.37037037,12.62962963,13.11111111,5.333333333,2.185185185,17.55555556,-5,0.37037037,0.62962963,27
E Kentucky,2012,65.23333333,0.133333333,22.96666667,53.46666667,6.866666667,21.3,12.43333333,16.86666667,8.933333333,20.03333333,11.43333333,11.03333333,7.033333333,1.866666667,20,-2.533333333,0.466666667,0.533333333,30
E Michigan,2012,52.96774194,0.064516129,18.12903226,48.32258065,4.806451613,15.58064516,11.90322581,17.25806452,10.38709677,20.32258065,9.709677419,13.70967742,6.838709677,3.064516129,17.32258065,-6.225806452,0.419354839,0.580645161,31
E Washington,2012,71.3,0.033333333,23.93333333,59.46666667,8.566666667,24.5,14.86666667,21.03333333,12,22.06666667,11.73333333,11.96666667,7,3.433333333,23.03333333,-0.633333333,0.433333333,0.566666667,30
ETSU,2012,67.16666667,0,24.66666667,55.83333333,4,12.96666667,13.83333333,21.93333333,12.9,20.96666667,10.26666667,13.53333333,10.23333333,2.8,16.93333333,1.366666667,0.533333333,0.466666667,30
East Carolina,2012,66.77777778,0.074074074,22.88888889,54.18518519,7.666666667,22,13.33333333,19.14814815,10.2962963,22.51851852,14.03703704,13.55555556,7.481481481,3.888888889,18.66666667,-0.111111111,0.407407407,0.592592593,27
Edwardsville,2012,64.92,0,22.68,51.96,6.68,16.84,12.88,19.48,8.8,22.68,11.92,15.56,5.28,2.2,18.72,-7.8,0.32,0.68,25
Elon,2012,68.24137931,0.103448276,24.06896552,58.27586207,7.24137931,21,12.86206897,19,10.20689655,25.75862069,12.55172414,13.86206897,4.448275862,2.517241379,18.48275862,-4.379310345,0.448275862,0.551724138,29
Evansville,2012,72.83333333,0.233333333,24.6,54.13333333,5.533333333,14.2,18.1,23.33333333,8.733333333,20.3,15.83333333,12.76666667,7.533333333,1.633333333,21.7,0.2,0.5,0.5,30
F Dickinson,2012,60.75862069,0,22.5862069,54.79310345,3.75862069,13.55172414,11.82758621,17.93103448,10.4137931,22.96551724,11.10344828,15.17241379,5.75862069,3.793103448,18.75862069,-11.93103448,0.103448276,0.896551724,29
FL Atlantic,2012,64.79310345,0.206896552,23.51724138,57.5862069,6.75862069,20.27586207,11,16.65517241,11.89655172,21.34482759,12.37931034,12.24137931,6.75862069,4.413793103,19.06896552,-3.344827586,0.344827586,0.655172414,29
FL Gulf Coast,2012,71.83870968,0.064516129,25.5483871,56.32258065,7.806451613,20.93548387,12.93548387,19.29032258,11.41935484,23.41935484,13.35483871,14.77419355,8.161290323,3.903225806,19.12903226,-0.451612903,0.451612903,0.548387097,31
Fairfield,2012,65.27272727,0,23.66666667,53.3030303,6.636363636,18.63636364,11.3030303,17.15151515,11.39393939,22.27272727,15.03030303,14.93939394,8.121212121,4.121212121,18.48484848,4.03030303,0.575757576,0.424242424,33
Florida,2012,76.27272727,0.090909091,26.42424242,57.36363636,9.939393939,25.48484848,13.48484848,18.93939394,11.45454545,23.6969697,15,10.90909091,6.484848485,3.272727273,15.84848485,10.24242424,0.696969697,0.303030303,33
Florida A&M,2012,64.48387097,0.064516129,24.16129032,60.61290323,5.612903226,17.19354839,10.5483871,16.87096774,14.29032258,21.61290323,10.16129032,15.70967742,7.483870968,4.161290323,20.5483871,-9.290322581,0.258064516,0.741935484,31
Florida Intl,2012,63.14285714,0.107142857,21.64285714,52.21428571,5.142857143,15.39285714,14.71428571,20.35714286,10.85714286,21.60714286,9.357142857,14.57142857,7.214285714,3.892857143,20.28571429,-3.964285714,0.285714286,0.714285714,28
Florida St,2012,70.33333333,0.121212121,25.27272727,55.15151515,6.151515152,17.42424242,13.63636364,19.39393939,11.66666667,25.03030303,12.21212121,16.27272727,7.606060606,5.939393939,18.75757576,7.424242424,0.727272727,0.272727273,33
Fordham,2012,61.96551724,0.034482759,22.86206897,59.62068966,4.75862069,17.31034483,11.48275862,18.82758621,14.5862069,23.27586207,11.96551724,13.75862069,6.517241379,5.620689655,17.79310345,-9.551724138,0.344827586,0.655172414,29
Fresno St,2012,65.12903226,0.225806452,22.4516129,55.19354839,5.903225806,18.80645161,14.32258065,19.93548387,10.48387097,20.77419355,11.38709677,10.70967742,7.032258065,3.161290323,19.90322581,-1.677419355,0.35483871,0.64516129,31
Furman,2012,63.62068966,0,21.44827586,52.10344828,6.655172414,19.55172414,14.06896552,19.72413793,11.10344828,22.51724138,10.4137931,13.96551724,5.103448276,3.275862069,19.27586207,-2.137931034,0.448275862,0.551724138,29
G Washington,2012,61.96774194,0,23.64516129,55.64516129,4.161290323,12.77419355,10.51612903,15.83870968,12.41935484,20.5483871,12.32258065,13.16129032,6.612903226,3.709677419,17.74193548,-4.774193548,0.322580645,0.677419355,31
Ga Southern,2012,65.35714286,0.107142857,24.25,52.92857143,5.285714286,15.42857143,11.57142857,17.39285714,9.25,21.57142857,11.96428571,14.89285714,7.535714286,2.25,19.28571429,-2.928571429,0.464285714,0.535714286,28
Gardner Webb,2012,64.16666667,0.1,22.66666667,55.8,5.8,19.2,13.03333333,19.56666667,12.7,23.66666667,10.7,14.03333333,6.566666667,2.233333333,19.4,-3.166666667,0.333333333,0.666666667,30
George Mason,2012,70.39393939,0.121212121,25.09090909,54.18181818,4.727272727,14.24242424,15.48484848,22.18181818,11.15151515,25.27272727,12.93939394,15.24242424,6.787878788,4.939393939,19.6969697,5.484848485,0.727272727,0.272727273,33
Georgetown,2012,68.43333333,0.133333333,24.23333333,52.86666667,5.466666667,15.93333333,14.5,20.83333333,11.3,25.03333333,13.5,12.6,6.233333333,4.866666667,17.83333333,9.333333333,0.733333333,0.266666667,30
Georgia,2012,60.9375,0.09375,21.625,54.6875,6.3125,20.25,11.375,16.5625,10.875,22.40625,10.96875,10.375,6.21875,3.6875,17.3125,-2.03125,0.46875,0.53125,32
Georgia St,2012,67.65625,0.125,24.78125,56.875,5.15625,16.28125,12.9375,19.71875,11.46875,24.53125,12.625,11.625,9.28125,5.25,16.09375,8.40625,0.65625,0.34375,32
Georgia Tech,2012,60.19354839,0.032258065,22.58064516,52.87096774,5.096774194,16.35483871,9.935483871,15.19354839,10.96774194,24.09677419,10.96774194,14.4516129,5.193548387,4.903225806,16.5483871,-2.387096774,0.35483871,0.64516129,31
Gonzaga,2012,73.96774194,0.032258065,24.93548387,52.70967742,6.387096774,17,17.70967742,24.77419355,10.96774194,26.16129032,13.74193548,13.35483871,6.806451613,3.290322581,15.16129032,10.77419355,0.806451613,0.193548387,31
Grambling,2012,54.03571429,0.035714286,18.60714286,51.85714286,4.107142857,14.92857143,12.71428571,18.5,9.892857143,22.60714286,8.785714286,16.03571429,4.821428571,3.607142857,16.46428571,-17.42857143,0.142857143,0.857142857,28
Hampton,2012,64.66666667,0.060606061,22.60606061,56.15151515,5.545454545,19.36363636,13.90909091,21.72727273,12.21212121,23.93939394,10.66666667,14.15151515,6.848484848,4.848484848,18.39393939,-2.151515152,0.363636364,0.636363636,33
Hartford,2012,60,0.129032258,21.09677419,50.96774194,7.35483871,23.74193548,10.4516129,15.67741935,7.161290323,21.80645161,13.09677419,15.41935484,6.612903226,2.064516129,19.80645161,-7.225806452,0.290322581,0.709677419,31
Harvard,2012,65.06896552,0.034482759,22.03448276,47.44827586,5.793103448,16.31034483,15.20689655,20.27586207,8.551724138,24.37931034,12.89655172,12.51724138,5.862068966,4.413793103,15.17241379,10.03448276,0.862068966,0.137931034,29
Hawaii,2012,73.16666667,0.1,25.83333333,56.26666667,5.133333333,15.53333333,16.36666667,24.46666667,11.6,24.73333333,14.86666667,15.26666667,5.633333333,3.2,19.6,-2.266666667,0.466666667,0.533333333,30
High Point,2012,69.62068966,0.137931034,23.48275862,54.06896552,8.517241379,21,14.13793103,20.51724138,10.72413793,22.82758621,12.17241379,12.65517241,5.206896552,2.75862069,18.89655172,-1.793103448,0.379310345,0.620689655,29
Hofstra,2012,65.34375,0,21.875,54.125,4.84375,14.5625,16.75,23.34375,11.9375,21.46875,12.15625,13.8125,7.65625,2.625,18.59375,-1.875,0.3125,0.6875,32
Holy Cross,2012,65.03448276,0,23.20689655,53.96551724,5.724137931,16.86206897,12.89655172,17.89655172,9.965517241,24.5862069,12.65517241,13.65517241,5.75862069,4.448275862,17.65517241,-1.793103448,0.517241379,0.482758621,29
Houston,2012,71.10344828,0.103448276,26.27586207,57.03448276,5.448275862,15.51724138,13.10344828,18.75862069,11.96551724,24.51724138,12.96551724,14.68965517,5.172413793,4.896551724,16.82758621,-0.172413793,0.482758621,0.517241379,29
Houston Bap,2012,69.62962963,0.074074074,24.2962963,59.59259259,5.111111111,15.81481481,15.92592593,23.48148148,12.55555556,21.85185185,11.62962963,15.96296296,6.62962963,1.518518519,22.40740741,-9.962962963,0.259259259,0.740740741,27
Howard,2012,59.93333333,0.033333333,19.66666667,51.73333333,4.533333333,14.23333333,16.06666667,23.83333333,12.46666667,21.9,9,16.9,6.033333333,2.966666667,22.2,-10.43333333,0.3,0.7,30
IL Chicago,2012,60.92857143,0.071428571,21.25,53.67857143,6.5,19.82142857,11.92857143,17.71428571,12.17857143,21.89285714,11.14285714,14.53571429,4.892857143,2.821428571,19.35714286,-7.857142857,0.25,0.75,28
IPFW,2012,69.48275862,0.034482759,24.93103448,55.31034483,5.586206897,16.51724138,14.03448276,20.37931034,10.27586207,23.55172414,13.55172414,14.62068966,6.103448276,2.344827586,19.89655172,-5.793103448,0.344827586,0.655172414,29
IUPUI,2012,71.43333333,0.1,25.1,57.13333333,5.766666667,16.36666667,15.46666667,20.06666667,11.76666667,20.53333333,11.4,11.86666667,6.533333333,2.833333333,17.5,-2.1,0.4,0.6,30
Idaho,2012,68.93103448,0.068965517,24.03448276,50.89655172,6.551724138,16.75862069,14.31034483,21.13793103,9.724137931,24.62068966,14.55172414,13.31034483,4.689655172,4.034482759,17.06896552,1.862068966,0.551724138,0.448275862,29
Idaho St,2012,65.03448276,0.206896552,22.79310345,54.93103448,6.482758621,18.79310345,12.96551724,18.75862069,10.93103448,19.4137931,11.68965517,14.13793103,6.965517241,2.206896552,19.79310345,-8.275862069,0.275862069,0.724137931,29
Illinois,2012,65.5625,0.09375,23.96875,54.40625,5.8125,19.09375,11.8125,16.53125,10,22.65625,12.5,13.4375,5.0625,4.125,17.65625,1.34375,0.53125,0.46875,32
Illinois St,2012,68.33333333,0.090909091,22.57575758,52.09090909,8.03030303,22.12121212,15.15151515,20.12121212,8.878787879,26.3030303,12.81818182,11.81818182,5,3.363636364,16.6969697,3.939393939,0.606060606,0.393939394,33
