Team,Season,Score,Numot,Fgm,Fga,Fgm3,Fga3,Ftm,Fta,Or,Dr,Ast,To,Stl,Blk,Pf,Scorediff,Win,Loss,Count
Boise St,2010,74,0.064516129,27.93548387,60.83870968,5.870967742,17.70967742,12.25806452,18.12903226,11.77419355,24.22580645,16,14.35483871,7.483870968,3.709677419,16.96774194,0.677419355,0.451612903,0.548387097,31
Boston College,2010,69.19354839,0,25.74193548,57.61290323,5.129032258,15.70967742,12.58064516,17.58064516,12.93548387,23.32258065,15,12.70967742,5,3.483870968,16.90322581,3.129032258,0.483870968,0.516129032,31
Boston Univ,2010,70.8125,0.03125,23.21875,57.40625,8.34375,23.25,16.03125,21.9375,11.125,25.625,11,13.5,6.96875,3.0625,21.4375,3.9375,0.59375,0.40625,32
Bowling Green,2010,62.82758621,0.034482759,23.06896552,52.17241379,4.24137931,13.20689655,12.44827586,18.5862069,10.96551724,22.68965517,13,14.03448276,6.793103448,3.310344828,16.34482759,-3.75862069,0.448275862,0.551724138,29
Bradley,2010,67.4516129,0.064516129,23.25806452,52.93548387,6.032258065,16.93548387,14.90322581,20.03225806,9.129032258,23.80645161,11.93548387,12.03225806,6.290322581,2.741935484,16.70967742,0.064516129,0.516129032,0.483870968,31
Brown,2010,66.55172414,0.068965517,22.79310345,51.86206897,6.482758621,19.06896552,14.48275862,19.5862069,7.172413793,24.55172414,13,13.06896552,3.724137931,3.75862069,14.48275862,-6.551724138,0.310344828,0.689655172,29
Bryant,2010,51.86666667,0.033333333,18.76666667,50.26666667,5.3,18.56666667,9.033333333,13.53333333,8.133333333,21.73333333,10.9,16.26666667,5.933333333,3.666666667,20.16666667,-17.63333333,0.033333333,0.966666667,30
Bucknell,2010,67,0.129032258,23.12903226,56.41935484,6.451612903,19.58064516,14.29032258,19.58064516,10.80645161,23,11.93548387,11.58064516,4.903225806,3.64516129,17.83870968,-0.967741935,0.451612903,0.548387097,31
Buffalo,2010,71.62068966,0.068965517,24.93103448,57.48275862,6.793103448,19.79310345,14.96551724,20.79310345,12.34482759,22.86206897,14.82758621,14.03448276,7.413793103,3.206896552,18.82758621,0.24137931,0.586206897,0.413793103,29
Butler,2010,70.09375,0.03125,22.71875,50.1875,6.75,19.75,17.90625,23.9375,9.25,23.59375,12.8125,12.40625,6.84375,2.46875,18.5,10.0625,0.875,0.125,32
C Michigan,2010,63.96551724,0,21.44827586,52.65517241,7.689655172,20.55172414,13.37931034,20.10344828,12.27586207,21.10344828,10.62068966,14.20689655,7.965517241,2.862068966,21.75862069,0,0.482758621,0.517241379,29
CS Bakersfield,2010,65.75862069,0.068965517,21.93103448,56.48275862,5.034482759,16.20689655,16.86206897,24.55172414,14.06896552,22.06896552,9.068965517,15.10344828,6.24137931,2.862068966,18.72413793,-8.827586207,0.24137931,0.75862069,29
CS Fullerton,2010,72.86206897,0.310344828,24.5862069,55.86206897,6.620689655,19.31034483,17.06896552,24,10.55172414,26.27586207,13,14.96551724,5.379310345,3.034482759,20.03448276,-1.172413793,0.482758621,0.517241379,29
CS Northridge,2010,71.3125,0.09375,23.46875,55.90625,4.875,15.625,19.5,29.15625,13.46875,24.46875,11.1875,17.4375,7.46875,3.09375,23.125,-4.0625,0.34375,0.65625,32
CS Sacramento,2010,63.25,0,21.67857143,54.10714286,5.75,16.89285714,14.14285714,19.78571429,9.285714286,22.28571429,12.21428571,14.14285714,7,2.857142857,18.82142857,-9,0.25,0.75,28
Cal Poly SLO,2010,70.19354839,0.096774194,23.80645161,57.09677419,6.64516129,19.87096774,15.93548387,21.87096774,12.38709677,23.09677419,11.74193548,13.4516129,5.516129032,2.35483871,22.03225806,-5.129032258,0.387096774,0.612903226,31
California,2010,77.96969697,0.03030303,27.90909091,58.45454545,6.575757576,17.63636364,15.57575758,20.57575758,11.48484848,24.27272727,14.45454545,12,5.666666667,2.484848485,17,9.575757576,0.696969697,0.303030303,33
Campbell,2010,67.67857143,0,23.03571429,51.60714286,4.678571429,13.32142857,16.92857143,23.71428571,11,20.42857143,14.10714286,14.21428571,10.21428571,2.071428571,18.96428571,3.75,0.607142857,0.392857143,28
Canisius,2010,66.40625,0.15625,23.25,56.4375,6.5625,20.84375,13.34375,19.03125,12.625,24.84375,12.59375,14.71875,6.03125,3.5,18.28125,-1.09375,0.46875,0.53125,32
Cent Arkansas,2010,61.80769231,0.038461538,20.73076923,50.84615385,5.346153846,17.30769231,15,23.65384615,10.92307692,21.96153846,9.384615385,14.38461538,5.807692308,3.038461538,17.46153846,-6.692307692,0.230769231,0.769230769,26
Centenary,2010,68.62962963,0.111111111,22.81481481,55.81481481,7.740740741,21.85185185,15.25925926,21.07407407,8.925925926,20.14814815,12.7037037,15.07407407,7.296296296,2.259259259,21.51851852,-12.07407407,0.222222222,0.777777778,27
Central Conn,2010,61.13333333,0.1,21.5,53.3,5.066666667,16.23333333,13.06666667,18.23333333,11,21.46666667,10.96666667,13.4,6.666666667,3,15.13333333,-3.366666667,0.4,0.6,30
Charleston So,2010,64.30769231,0.153846154,23.69230769,57.03846154,6.076923077,17.61538462,10.84615385,16.38461538,12.34615385,22.80769231,10.07692308,14.69230769,7.692307692,4.038461538,18.34615385,-4.769230769,0.346153846,0.653846154,26
Charlotte,2010,73.41935484,0.064516129,24.38709677,58.29032258,6.483870968,20.83870968,18.16129032,24.77419355,13.32258065,26.25806452,13.19354839,13.35483871,5.903225806,4.064516129,18.19354839,2.290322581,0.612903226,0.387096774,31
Chattanooga,2010,68.19354839,0,24.25806452,56.48387097,8.129032258,24.41935484,11.5483871,18.74193548,11.12903226,25.38709677,14.32258065,16.25806452,5.774193548,2.483870968,18.90322581,-4.870967742,0.419354839,0.580645161,31
Chicago St,2010,59.89285714,0.035714286,20.82142857,56.5,4.535714286,16.5,13.71428571,20.85714286,13.5,21.78571429,9.714285714,15.96428571,6.964285714,1.928571429,19.85714286,-11.57142857,0.214285714,0.785714286,28
Cincinnati,2010,68.66666667,0.121212121,25.60606061,59.3030303,5.545454545,19.03030303,11.90909091,19.15151515,14.09090909,25.48484848,13.60606061,13.09090909,5.515151515,3.03030303,18.18181818,2.484848485,0.545454545,0.454545455,33
Citadel,2010,60.56666667,0.033333333,21.33333333,51.73333333,7.366666667,20.3,10.53333333,14.73333333,9.8,21.6,11.23333333,10.76666667,4.933333333,1.466666667,15.56666667,-0.5,0.466666667,0.533333333,30
Clemson,2010,73.29032258,0,26.5483871,58.5483871,6.580645161,19.58064516,13.61290323,20.64516129,12.96774194,23.70967742,14.16129032,14.83870968,9.64516129,4.838709677,17.48387097,9.451612903,0.677419355,0.322580645,31
Cleveland St,2010,66.80645161,0,23.22580645,53.96774194,6.387096774,18.74193548,13.96774194,18.61290323,9.483870968,19.87096774,12.41935484,12,8.322580645,1.838709677,21.58064516,-1.548387097,0.451612903,0.548387097,31
Coastal Car,2010,72.3,0,26.96666667,57.13333333,5.033333333,14.46666667,13.33333333,20.8,12.73333333,25.66666667,14.73333333,12.56666667,6.8,4.166666667,16.4,10.7,0.8,0.2,30
Col Charleston,2010,74.40625,0.03125,27.75,60.8125,9.375,25.59375,9.53125,13,8.78125,23.09375,12.59375,11.21875,5.75,4.9375,16.9375,1.875,0.65625,0.34375,32
Colgate,2010,67.4137931,0.137931034,23.89655172,55.03448276,6.620689655,17.89655172,13,18.96551724,11.03448276,23.31034483,13.24137931,14.96551724,6.24137931,2.034482759,18.62068966,-3.931034483,0.344827586,0.655172414,29
Colorado,2010,74.34482759,0.068965517,24.86206897,52.75862069,6.620689655,17.31034483,18,23.48275862,7.344827586,20.72413793,14.13793103,13.37931034,8.068965517,2.310344828,21.48275862,-0.689655172,0.448275862,0.551724138,29
Colorado St,2010,66.03333333,0.066666667,21.63333333,51.16666667,5.433333333,15.7,17.33333333,25.2,11.23333333,23.43333333,10.46666667,14.96666667,6.833333333,2.433333333,20.9,-1.233333333,0.5,0.5,30
Columbia,2010,60.21428571,0,21.07142857,51.85714286,4.821428571,12.82142857,13.25,19.75,10.78571429,22.25,9.964285714,14.32142857,7.428571429,1.857142857,19.71428571,-5.071428571,0.392857143,0.607142857,28
Connecticut,2010,70.5625,0,24.84375,55.21875,3.71875,11.8125,17.15625,24.84375,13.4375,26,13.84375,15.03125,6.6875,7.75,15.8125,3.5625,0.53125,0.46875,32
Coppin St,2010,60.07407407,0.074074074,21.48148148,55.33333333,5.111111111,15.81481481,12,16.14814815,10.77777778,21.11111111,10.03703704,13.96296296,6.037037037,2.185185185,18.51851852,-8.333333333,0.185185185,0.814814815,27
Cornell,2010,75.17241379,0.068965517,26.75862069,56.10344828,9.793103448,22.37931034,11.86206897,16.20689655,10.27586207,23.17241379,16.24137931,12.24137931,7.137931034,3.620689655,18.24137931,10.62068966,0.862068966,0.137931034,29
Creighton,2010,69.38709677,0.064516129,23.74193548,54.58064516,7.258064516,22.29032258,14.64516129,20.64516129,10.4516129,24.35483871,13.61290323,12.38709677,5.129032258,3.096774194,18.64516129,1,0.516129032,0.483870968,31
Dartmouth,2010,52.96296296,0,20,53.51851852,3.592592593,12.33333333,9.37037037,14.22222222,10.18518519,20.33333333,9.925925926,13.37037037,6.185185185,2.259259259,18.37037037,-13,0.148148148,0.851851852,27
Davidson,2010,70.13793103,0.137931034,24.03448276,56.72413793,8.689655172,24.34482759,13.37931034,19.75862069,11.82758621,24.51724138,14.51724138,13.5862069,4.137931034,3.379310345,19.93103448,-1,0.482758621,0.517241379,29
Dayton,2010,69.71875,0.09375,24.46875,55.3125,6.6875,19.65625,14.09375,21.09375,12.0625,26.1875,14.65625,14.59375,6.21875,3.5,20,7.375,0.625,0.375,32
DePaul,2010,61,0.129032258,22.70967742,57.12903226,5.64516129,18,9.935483871,17.06451613,12,21.41935484,11.80645161,10.90322581,7.612903226,3.129032258,18.38709677,-5.870967742,0.258064516,0.741935484,31
Delaware,2010,63.38709677,0.193548387,22.09677419,56.48387097,5.612903226,19.16129032,13.58064516,19.41935484,12.90322581,21.87096774,11.64516129,13.25806452,5.032258065,2.35483871,20.93548387,-9.225806452,0.225806452,0.774193548,31
Delaware St,2010,58.11538462,0.076923077,20.80769231,50.65384615,5,15.42307692,11.5,17.23076923,11.15384615,16.34615385,10.5,11.38461538,7.615384615,2.423076923,14.92307692,-1.384615385,0.538461538,0.461538462,26
Denver,2010,64.96875,0,21.53125,43.9375,7.84375,19.84375,14.0625,19.6875,4.875,19.125,14.53125,11.8125,5.65625,3.03125,21.78125,2.09375,0.59375,0.40625,32
Detroit,2010,69.03030303,0.060606061,24.21212121,52.78787879,4.242424242,12.78787879,16.36363636,24.84848485,11.51515152,24,13.63636364,15.27272727,7.242424242,3.515151515,18.54545455,2.939393939,0.575757576,0.424242424,33
Drake,2010,66.57575758,0.03030303,22.36363636,51.33333333,8.606060606,22.60606061,13.24242424,17.48484848,6.696969697,21.75757576,11.6969697,10.06060606,5.515151515,2.03030303,16.6969697,-1.878787879,0.424242424,0.575757576,33
Drexel,2010,63.875,0.03125,22.875,56.3125,4.78125,15.3125,13.34375,20.3125,12.71875,23.28125,12.40625,12.09375,5.9375,3.53125,20.78125,-0.21875,0.5,0.5,32
Duke,2010,77.97058824,0,26.5,60.20588235,7.558823529,19.76470588,17.41176471,22.82352941,14.61764706,24.44117647,13.94117647,11.11764706,6.941176471,4.205882353,18.52941176,16.26470588,0.852941176,0.147058824,34
Duquesne,2010,70.83333333,0.266666667,25.73333333,59.83333333,5.466666667,20.76666667,13.9,22.86666667,13.06666667,24.3,14.03333333,14.53333333,7.966666667,4.333333333,19.03333333,-0.733333333,0.5,0.5,30
E Illinois,2010,66.17241379,0.137931034,24.31034483,53.82758621,3.931034483,10.89655172,13.62068966,18.79310345,11.06896552,23.48275862,14.34482759,13.89655172,5.931034483,3.275862069,17.06896552,0,0.586206897,0.413793103,29
E Kentucky,2010,69.86666667,0,25,54.03333333,9.6,25.1,10.26666667,14.1,7.3,19.53333333,15.23333333,9.766666667,7.166666667,2.266666667,16.83333333,3.3,0.6,0.4,30
E Michigan,2010,65.86666667,0.066666667,22.06666667,53.06666667,6.3,20.7,15.43333333,23.63333333,11.6,23.36666667,12.3,13.46666667,6.566666667,2.7,18.1,0.133333333,0.5,0.5,30
E Washington,2010,67,0.071428571,23.46428571,57.17857143,7.035714286,19.25,13.03571429,18.39285714,9.535714286,23.10714286,12.82142857,14.46428571,5.964285714,2.25,20.57142857,-9.392857143,0.25,0.75,28
ETSU,2010,69.03030303,0.03030303,24.48484848,56.39393939,5.121212121,16.3030303,14.93939394,22.57575758,12.66666667,23.66666667,10.87878788,14.66666667,8.272727273,3.181818182,19.09090909,2.636363636,0.575757576,0.424242424,33
East Carolina,2010,66.5,0.035714286,22.75,52.35714286,5.357142857,16.75,15.64285714,22.46428571,11.10714286,23.78571429,11.57142857,16.92857143,6.321428571,3.357142857,17.89285714,-9.607142857,0.25,0.75,28
Edwardsville,2010,60.42307692,0,21.15384615,55.03846154,5.846153846,18.69230769,12.26923077,17.38461538,9,23,11.38461538,14.80769231,4.807692308,2.384615385,20.19230769,-15.92307692,0.115384615,0.884615385,26
Elon,2010,65.77419355,0.064516129,23.25806452,57.19354839,7.096774194,22.29032258,12.16129032,18.77419355,10.32258065,22.90322581,12.19354839,13.25806452,5.677419355,2.032258065,18.70967742,-7.35483871,0.258064516,0.741935484,31
Evansville,2010,63.86206897,0.103448276,21.82758621,51.13793103,4.551724138,13.06896552,15.65517241,21.44827586,9.310344828,23.5862069,13.82758621,14.31034483,5,1.551724138,21.4137931,-5.172413793,0.275862069,0.724137931,29
F Dickinson,2010,63.34375,0.03125,21.90625,52.4375,4.5,13.96875,15.03125,23.21875,9.96875,25.28125,11.28125,15.5,5.5,3.96875,19.0625,-7.875,0.34375,0.65625,32
FL Atlantic,2010,71.78571429,0.071428571,25.64285714,60.07142857,7.5,19.5,13,19.53571429,12.03571429,22.5,14.07142857,12.21428571,5.571428571,4.285714286,20.64285714,-1.178571429,0.428571429,0.571428571,28
FL Gulf Coast,2010,64.65517241,0.034482759,23.4137931,55.48275862,4.275862069,14.10344828,13.55172414,20.89655172,13.62068966,22.06896552,13.89655172,17.03448276,8,3.517241379,21.65517241,-7.137931034,0.275862069,0.724137931,29
Fairfield,2010,70.5625,0.09375,25.21875,58.34375,6,18.09375,14.125,20.4375,13.46875,23.15625,13.8125,13.46875,7.4375,5.09375,18.28125,4.375,0.6875,0.3125,32
Florida,2010,71.60606061,0.03030303,25.93939394,58.42424242,5.848484848,18.66666667,13.87878788,19.75757576,13.18181818,23.78787879,14.06060606,12.18181818,7.151515152,2.727272727,14.45454545,6.181818182,0.636363636,0.363636364,33
Florida A&M,2010,62.63333333,0.033333333,21.66666667,54.16666667,5.433333333,17.83333333,13.86666667,21.66666667,11.53333333,21.96666667,9.9,15.43333333,5.566666667,2.566666667,18.83333333,-10.9,0.266666667,0.733333333,30
Florida Intl,2010,67.35483871,0.064516129,24.41935484,58.80645161,5.451612903,18.87096774,13.06451613,18.87096774,11.74193548,20.5483871,12.22580645,13.35483871,8.064516129,1.806451613,19.51612903,-9.64516129,0.193548387,0.806451613,31
Florida St,2010,68.48387097,0.032258065,24.58064516,54.03225806,5.806451613,17.32258065,13.51612903,20.93548387,12.74193548,25.29032258,13.90322581,16.77419355,8.387096774,6.322580645,17.83870968,8.322580645,0.709677419,0.290322581,31
Fordham,2010,64.03571429,0,23.03571429,60.64285714,4.785714286,17.21428571,13.17857143,19.42857143,12.82142857,24.53571429,9.75,15.5,5.607142857,4.107142857,19.85714286,-15.25,0.071428571,0.928571429,28
Fresno St,2010,66.34375,0,22.8125,53.71875,6.65625,20.71875,14.0625,20.65625,10.34375,23,14.125,13.9375,7.90625,4.28125,16.96875,-0.78125,0.4375,0.5625,32
Furman,2010,67.92857143,0.035714286,22.46428571,54.03571429,6.107142857,17.78571429,16.89285714,23.85714286,10.96428571,24.89285714,11.21428571,14.78571429,4.892857143,5.107142857,21.53571429,-1.964285714,0.392857143,0.607142857,28
G Washington,2010,70.23333333,0.066666667,25.16666667,57.86666667,5,15.06666667,14.9,22.9,13.76666667,24.83333333,12.8,14.33333333,7.833333333,3.566666667,20.96666667,2.433333333,0.533333333,0.466666667,30
Ga Southern,2010,68.86666667,0.033333333,23.96666667,57.03333333,7.266666667,19,13.66666667,20.36666667,11.16666667,18.76666667,13.46666667,15.9,7.8,3.233333333,21.96666667,-10.9,0.233333333,0.766666667,30
Gardner Webb,2010,67.07692308,0.115384615,24.38461538,59.5,6.807692308,19.92307692,11.5,17.5,11.73076923,23.26923077,13.46153846,17.96153846,6.153846154,2.076923077,20.73076923,-13.26923077,0.192307692,0.807692308,26
George Mason,2010,66.09677419,0.032258065,23.35483871,53.58064516,5.064516129,14.87096774,14.32258065,22.32258065,11.29032258,23.12903226,11.58064516,13.5483871,6.483870968,3.870967742,17.32258065,-0.35483871,0.548387097,0.451612903,31
Georgetown,2010,73.24242424,0,26.48484848,53.15151515,6.181818182,15.93939394,14.09090909,19.78787879,9.666666667,23.6969697,15.45454545,13.78787879,7.03030303,4.727272727,16.90909091,8.121212121,0.696969697,0.303030303,33
Georgia,2010,68.64516129,0.032258065,24.48387097,53.67741935,4.838709677,13.22580645,14.83870968,20.67741935,12.41935484,23.61290323,13.70967742,15.19354839,6.032258065,4.677419355,16.22580645,-0.709677419,0.451612903,0.548387097,31
Georgia St,2010,61.80645161,0.096774194,23.03225806,55.09677419,4.290322581,13.22580645,11.4516129,16.74193548,13.09677419,20.22580645,11.03225806,13.35483871,6.967741935,3.225806452,18.93548387,-2.258064516,0.35483871,0.64516129,31
Georgia Tech,2010,72.51515152,0.03030303,26.3030303,57.87878788,6,16.36363636,13.90909091,21.66666667,13.6969697,26.54545455,13.75757576,16.33333333,7.757575758,5.484848485,18.66666667,6.424242424,0.636363636,0.363636364,33
Gonzaga,2010,77.51612903,0.096774194,27,54.74193548,5.548387097,15.19354839,17.96774194,26.96774194,10.58064516,27.35483871,13.51612903,13.06451613,6.451612903,4.096774194,18.09677419,9.64516129,0.806451613,0.193548387,31
Grambling,2010,63.2962963,0.111111111,21.81481481,55.37037037,5.851851852,17.07407407,13.81481481,20.03703704,10.7037037,22.48148148,11.18518519,15.66666667,7.222222222,2.407407407,22.37037037,-10.2962963,0.222222222,0.777777778,27
Hampton,2010,65.6875,0,22.65625,53.375,5.125,17.15625,15.25,22.5,11.5,23.0625,12.03125,15.5,8.6875,3.96875,18.46875,1.625,0.4375,0.5625,32
Hartford,2010,62.26666667,0.033333333,22.26666667,55.93333333,7.766666667,22.6,9.966666667,15.6,9.9,21.16666667,11.33333333,11.66666667,6.033333333,2.666666667,21.96666667,-7.733333333,0.266666667,0.733333333,30
Harvard,2010,73.55555556,0.148148148,24.7037037,51.7037037,6.259259259,17.55555556,17.88888889,23.37037037,9.296296296,24.03703704,15.18518519,15.51851852,7.851851852,4.444444444,19.03703704,7.851851852,0.740740741,0.259259259,27
Hawaii,2010,68.06896552,0,23.5862069,54.55172414,5.068965517,15.86206897,15.82758621,24.10344828,13.31034483,22.34482759,13.82758621,14.48275862,4.448275862,1.965517241,18.27586207,-5.24137931,0.310344828,0.689655172,29
High Point,2010,70.17857143,0.035714286,24.82142857,59,6.25,18.10714286,14.28571429,20.89285714,13.10714286,22.32142857,12.28571429,15.53571429,6.142857143,4.285714286,21.53571429,-3.285714286,0.464285714,0.535714286,28
Hofstra,2010,69.90625,0.09375,25.28125,61.8125,5.4375,16.4375,13.90625,19.3125,14.78125,25.78125,13.4375,13.71875,7.4375,6.375,21.5,2.15625,0.5625,0.4375,32
Holy Cross,2010,69.25806452,0.064516129,24.5483871,55.06451613,5.193548387,13.64516129,14.96774194,21.35483871,12.32258065,24.32258065,13.19354839,14.41935484,4.322580645,2.870967742,17.77419355,-2.451612903,0.290322581,0.709677419,31
Houston,2010,78.81818182,0.060606061,27.48484848,65.72727273,8.303030303,23.33333333,15.54545455,21.90909091,12.90909091,21.42424242,12.54545455,9.03030303,9.515151515,2.939393939,18.60606061,3.727272727,0.545454545,0.454545455,33
Houston Bap,2010,71.12121212,0.060606061,24.27272727,58.36363636,4.090909091,14.39393939,18.48484848,25.42424242,13.63636364,25.57575758,12.39393939,18.36363636,7.181818182,3.666666667,20.6969697,-7.787878788,0.363636364,0.636363636,33
Howard,2010,58.375,0.0625,19.96875,53.25,5.5625,18.71875,12.875,21.75,12.125,22,9.625,14.78125,4.375,2.15625,16.78125,-11.96875,0.21875,0.78125,32
IL Chicago,2010,62.20689655,0,21.55172414,56.10344828,5.862068966,19.27586207,13.24137931,18.44827586,10.4137931,21.86206897,10.44827586,12.82758621,6.965517241,2.413793103,19.10344828,-8.517241379,0.24137931,0.75862069,29
IPFW,2010,66.96551724,0.103448276,23.48275862,57.51724138,7.137931034,18.82758621,12.86206897,18.55172414,10.79310345,24.4137931,11.68965517,12.68965517,5.517241379,4.517241379,19.24137931,-2,0.482758621,0.517241379,29
IUPUI,2010,73.40625,0.09375,26.125,51.90625,5.53125,14.4375,15.625,21.90625,9.65625,22.90625,14.8125,14.09375,8.78125,4.40625,16.09375,5.8125,0.6875,0.3125,32
Idaho,2010,70.79310345,0.034482759,25.4137931,55.17241379,6.24137931,16.5862069,13.72413793,20.82758621,10.68965517,23.68965517,14.62068966,14.06896552,5.896551724,3.172413793,18.13793103,-0.206896552,0.448275862,0.551724138,29
Idaho St,2010,66.18518519,0.185185185,24.40740741,53.92592593,4.740740741,13.59259259,12.62962963,18.2962963,11.37037037,20.18518519,11.22222222,13.37037037,5.703703704,2.814814815,17.92592593,-10.14814815,0.185185185,0.814814815,27
Illinois,2010,70.45454545,0.121212121,26.33333333,58.57575758,6.060606061,17.60606061,11.72727273,16.36363636,10.72727273,26.09090909,15.75757576,12.36363636,5.575757576,4.03030303,16.96969697,3.636363636,0.575757576,0.424242424,33
Illinois St,2010,70.03125,0.03125,24.28125,53.90625,5.875,17.8125,15.59375,22.09375,11.8125,24,13.125,12.96875,7.25,3.5,17.03125,5.90625,0.6875,0.3125,32
Indiana,2010,66.22580645,0.064516129,22.67741935,54.41935484,5.161290323,15.12903226,15.70967742,22.74193548,12.77419355,22.38709677,12.09677419,15.67741935,6.806451613,3.451612903,20.51612903,-5.225806452,0.322580645,0.677419355,31
